Voyage_ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Customer Number,SeqNo,Booking Status,Reserved Meter,Meters_To_Remove,Accumulated_Removed_Meter,Recommendation_Rank,Risk_Category,NoShow_Rate,Booking_Reliability_Score,Deferral_Candidate_Score,NoShow_Probability,Smart_Deferral_Score
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00540,112,Checked In,16.2,476.3000000000002,16.2,1,High Risk,0.723404255319149,0.2765957446808511,0.7262724996627723,0.536853725256393,0.6126212350189446
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01038,10,Loaded,10.1,476.3000000000002,26.299999999999997,2,High Risk,0.6744186046511628,0.3255813953488372,0.667590848374833,0.5301619675826813,0.585133519899542
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01082,102,Booked,11.2,476.3000000000002,37.5,3,High Risk,0.675,0.325,0.6804961832061069,0.46495663985757957,0.5511724571969905
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00914,141,Checked In,12.7,476.3000000000002,50.2,4,High Risk,0.7674418604651163,0.2325581395348837,0.7704499882867252,0.4048261784565259,0.5510757023886056
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00891,51,Loaded,15.6,476.3000000000002,65.8,5,High Risk,0.5853658536585366,0.4146341463414634,0.5924819439581955,0.5221061805348189,0.5502564859041695
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00051,93,Loaded,17.7,476.3000000000002,83.5,6,High Risk,0.7647058823529411,0.2352941176470588,0.7650070983272637,0.39194066430268526,0.5411672379125166
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00050,116,Loaded,13.1,476.3000000000002,96.6,7,High Risk,0.7380952380952381,0.2619047619047619,0.7374872072722894,0.3920087790478263,0.5302001503376115
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00143,64,Loaded,14.1,476.3000000000002,110.69999999999999,8,High Risk,0.7272727272727273,0.2727272727272727,0.7334537307352841,0.3748726291242017,0.5183050697686347
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00824,122,Loaded,9.7,476.3000000000002,120.39999999999999,9,High Risk,0.525,0.475,0.53353550295858,0.5045421333299831,0.5161394811814219
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01108,161,Loaded,7.0,476.3000000000002,127.39999999999999,10,High Risk,0.775,0.225,0.7760471500080737,0.3421850913194835,0.5157299147949196
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01118,82,Loaded,6.0,476.3000000000002,133.39999999999998,11,Medium Risk,0.4736842105263157,0.5263157894736842,0.4754922845118719,0.4952201360513252,0.4873289954355439
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00617,1,Loaded,15.7,476.3000000000002,149.09999999999997,12,Medium Risk,0.4571428571428571,0.5428571428571428,0.4574551261199988,0.505914737634792,0.4865308930288747
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00143,128,Loaded,9.6,476.3000000000002,158.69999999999996,13,High Risk,0.7272727272727273,0.2727272727272727,0.7334537307352841,0.32169218820196543,0.48639680521529294
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01184,22,Loaded,9.9,476.3000000000002,168.59999999999997,14,Medium Risk,0.4523809523809524,0.5476190476190477,0.4549910545793201,0.5073136133412005,0.48638458983644833
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00089,145,Loaded,18.4,476.3000000000002,186.99999999999997,15,Medium Risk,0.4390243902439024,0.5609756097560976,0.4403287867589419,0.499642380347851,0.47591694291228737
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00089,58,Loaded,9.4,476.3000000000002,196.39999999999998,16,Medium Risk,0.4390243902439024,0.5609756097560976,0.4403287867589419,0.49913462473656733,0.47561228954551715
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00759,167,Loaded,13.4,476.3000000000002,209.79999999999998,17,Medium Risk,0.4871794871794871,0.5128205128205128,0.4906072773139991,0.46246405581308986,0.47372134441345354
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00565,26,Loaded,16.3,476.3000000000002,226.1,18,Medium Risk,0.4242424242424242,0.5757575757575758,0.4197137136709203,0.5052381609130498,0.471028382016198
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01098,24,Loaded,16.9,476.3000000000002,243.0,19,Medium Risk,0.4285714285714285,0.5714285714285714,0.4295337007206443,0.49113011385043054,0.46649154859851605
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00147,109,Loaded,12.9,476.3000000000002,255.9,20,Medium Risk,0.3888888888888889,0.6111111111111112,0.3915635818394302,0.5163456934580897,0.46643284881062586
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01010,94,Loaded,12.7,476.3000000000002,268.6,21,Medium Risk,0.4,0.6,0.3936531365313653,0.510408879996152,0.46370658261023734
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00748,186,Loaded,13.1,476.3000000000002,281.70000000000005,22,High Risk,0.6842105263157895,0.3157894736842105,0.6877260445865674,0.3132945104906326,0.4630671241290065
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01059,176,Loaded,16.1,476.3000000000002,297.80000000000007,23,High Risk,0.5151515151515151,0.4848484848484848,0.5176971001728805,0.42371799151344,0.4613096349772162
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01100,100,Booked,16.1,476.3000000000002,313.9000000000001,24,Medium Risk,0.3809523809523809,0.6190476190476191,0.3813737468671679,0.5140686085169811,0.46099066385705584
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00905,192,Loaded,6.0,476.3000000000002,319.9000000000001,25,Medium Risk,0.4181818181818181,0.5818181818181818,0.4218152270264946,0.48646423593467625,0.4606046323714036
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00718,70,Loaded,7.2,476.3000000000002,327.1000000000001,26,Medium Risk,0.4,0.6,0.4049749582637729,0.4952617432663726,0.45914702926533274
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00436,96,Loaded,19.1,476.3000000000002,346.2000000000001,27,Medium Risk,0.3793103448275862,0.6206896551724138,0.3803896482012294,0.5107178114282377,0.4585865461374343
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00780,143,Loaded,18.5,476.3000000000002,364.7000000000001,28,High Risk,0.5142857142857142,0.4857142857142857,0.5173555510397615,0.4161360930983056,0.456623876274888
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00230,35,Loaded,18.0,476.3000000000002,382.7000000000001,29,Medium Risk,0.3684210526315789,0.631578947368421,0.3677173434980209,0.5126226267867916,0.45466051347128333
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00645,155,Loaded,13.8,476.3000000000002,396.5000000000001,30,Medium Risk,0.3783783783783784,0.6216216216216216,0.3816166252908021,0.5031981360468543,0.45456553174443337
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01027,39,Loaded,21.3,476.3000000000002,417.8000000000001,31,High Risk,0.525,0.475,0.5197358689910196,0.4104087116658733,0.4541395745959318
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01080,53,Loaded,10.8,476.3000000000002,428.60000000000014,32,Medium Risk,0.4,0.6,0.4069648684968324,0.48522419862589233,0.4539204665742684
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00770,118,Loaded,9.2,476.3000000000002,437.8000000000001,33,Medium Risk,0.3636363636363636,0.6363636363636364,0.3640808596165739,0.5097015209666209,0.45145325642660206
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C01100,130,Loaded,19.6,476.3000000000002,457.40000000000015,34,Medium Risk,0.3809523809523809,0.6190476190476191,0.3813737468671679,0.49788312350980685,0.45127937285275127
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00602,57,Loaded,14.5,476.3000000000002,471.90000000000015,35,Medium Risk,0.3404255319148936,0.6595744680851063,0.3474196899580404,0.5204485931418068,0.4512370318683002
Travemünde_Klaipeda_2024-01-15_06:00_SHIP_05,Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,C00019,103,Loaded,10.2,476.3000000000002,482.10000000000014,36,Medium Risk,0.3555555555555555,0.6444444444444445,0.3572977777777777,0.5098193763415291,0.44881073691602846
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00468,163,Checked In,11.0,473.0999999999999,11.0,1,High Risk,0.74,0.26,0.741389228206552,0.5600348981740523,0.6325766301870521
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00021,164,Checked In,18.7,473.0999999999999,29.7,2,High Risk,0.7777777777777778,0.2222222222222222,0.7802465288598041,0.4768746187551015,0.5982233827969825
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00907,82,Checked In,9.1,473.0999999999999,38.8,3,High Risk,0.717391304347826,0.2826086956521739,0.7163736113016047,0.4863285997406049,0.5783466043650048
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01112,159,Loaded,14.9,473.0999999999999,53.699999999999996,4,High Risk,0.6190476190476191,0.3809523809523809,0.624666769330801,0.5437957954465488,0.5761441850002497
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01032,15,Loaded,12.2,473.0999999999999,65.89999999999999,5,High Risk,0.7045454545454546,0.2954545454545454,0.7072284913289099,0.48755609169892056,0.5754250515509163
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00445,63,Loaded,12.0,473.0999999999999,77.89999999999999,6,High Risk,0.6428571428571429,0.3571428571428571,0.6421926910299003,0.5300206684601372,0.5748894774880424
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01007,114,Loaded,13.6,473.0999999999999,91.49999999999999,7,High Risk,0.6818181818181818,0.3181818181818182,0.6862476101519286,0.4974528044547999,0.5729707267336515
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00076,161,Loaded,13.5,473.0999999999999,104.99999999999999,8,High Risk,0.6458333333333334,0.3541666666666667,0.6451131837170893,0.5198183597425741,0.56993628933238
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01173,18,Loaded,15.4,473.0999999999999,120.39999999999999,9,High Risk,0.5483870967741935,0.4516129032258064,0.5487140461393198,0.48770948517283275,0.5121113095594276
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01029,134,Loaded,16.4,473.0999999999999,136.79999999999998,10,High Risk,0.5384615384615384,0.4615384615384615,0.5377216803369541,0.4896740440300797,0.5088930985528295
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01192,9,Loaded,16.3,473.0999999999999,153.1,11,Medium Risk,0.4761904761904761,0.5238095238095238,0.4820442673961908,0.52445822389488,0.5074926412954043
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00762,40,Loaded,13.4,473.0999999999999,166.5,12,Medium Risk,0.4705882352941176,0.5294117647058824,0.4776017650560918,0.5218222531107837,0.5041340578889069
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01040,12,Loaded,12.3,473.0999999999999,178.8,13,High Risk,0.5526315789473685,0.4473684210526316,0.5514302729120891,0.4584759639337063,0.49565768752505945
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00970,147,Loaded,12.6,473.0999999999999,191.4,14,High Risk,0.54,0.46,0.5388157118459868,0.4600256399993476,0.4915416687380033
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00638,92,Loaded,10.5,473.0999999999999,201.9,15,High Risk,0.7435897435897436,0.2564102564102564,0.7534233269052211,0.3073129710408517,0.48575711338659944
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01045,120,Loaded,13.4,473.0999999999999,215.3,16,Medium Risk,0.4473684210526316,0.5526315789473685,0.4505976407884939,0.5090637042334207,0.48567727885545
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01118,202,Loaded,15.8,473.0999999999999,231.10000000000002,17,Medium Risk,0.4736842105263157,0.5263157894736842,0.4754922845118719,0.4923814901002249,0.48562580786488374
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00354,111,Loaded,24.0,473.0999999999999,255.10000000000002,18,High Risk,0.6666666666666666,0.3333333333333333,0.6729510343021734,0.3552268972556287,0.4823165520742466
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00712,156,Loaded,7.9,473.0999999999999,263.0,19,Medium Risk,0.4772727272727273,0.5227272727272727,0.4764364961086272,0.4762838965669877,0.4763449363836435
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01126,5,Loaded,7.0,473.0999999999999,270.0,20,Medium Risk,0.4594594594594595,0.5405405405405406,0.4640635244408829,0.4801078784592765,0.4736901368519191
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00713,196,Loaded,12.2,473.0999999999999,282.2,21,High Risk,0.5151515151515151,0.4848484848484848,0.5112170529892048,0.43884296218381313,0.4677925985059698
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00586,140,Loaded,17.9,473.0999999999999,300.09999999999997,22,Medium Risk,0.4324324324324324,0.5675675675675675,0.428838750644918,0.4908737712303055,0.4660597629961505
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00314,160,Checked In,17.9,473.0999999999999,317.99999999999994,23,Medium Risk,0.4130434782608695,0.5869565217391305,0.4179078512451991,0.4970714715649116,0.46540602343702664
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00359,73,Loaded,12.2,473.0999999999999,330.19999999999993,24,Medium Risk,0.4117647058823529,0.5882352941176471,0.4107913582185081,0.4984664114318118,0.4633963901464903
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00972,142,Loaded,17.4,473.0999999999999,347.5999999999999,25,Medium Risk,0.425,0.575,0.4319335502654564,0.48327888229003124,0.46274074948020133
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00384,54,Loaded,15.1,473.0999999999999,362.69999999999993,26,Medium Risk,0.3958333333333333,0.6041666666666666,0.400805047867711,0.49874753045849046,0.4595705374221787
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00029,24,Loaded,11.6,473.0999999999999,374.29999999999995,27,Medium Risk,0.4358974358974359,0.5641025641025641,0.4371929625479321,0.47111288145155755,0.4575449138901073
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00867,109,Loaded,9.3,473.0999999999999,383.59999999999997,28,Medium Risk,0.4411764705882353,0.5588235294117647,0.4409282550088478,0.46575672881379326,0.45582533929181507
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00654,195,Loaded,16.2,473.0999999999999,399.79999999999995,29,Medium Risk,0.3725490196078431,0.6274509803921569,0.3791055178052082,0.5064348028729474,0.45550308884585167
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00808,70,Loaded,15.2,473.0999999999999,414.99999999999994,30,Medium Risk,0.3939393939393939,0.6060606060606061,0.3906064453250234,0.49533575495943233,0.4534440311056688
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00645,65,Loaded,8.7,473.0999999999999,423.69999999999993,31,Medium Risk,0.3783783783783784,0.6216216216216216,0.3816166252908021,0.4966612310441607,0.45064338874281723
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00671,100,Loaded,12.5,473.0999999999999,436.19999999999993,32,High Risk,0.6451612903225806,0.3548387096774194,0.6534815317216989,0.3152511183413316,0.4505432836934785
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C01100,169,Loaded,8.0,473.0999999999999,444.19999999999993,33,Medium Risk,0.3809523809523809,0.6190476190476191,0.3813737468671679,0.49596840398873204,0.4501305411401064
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00019,178,Loaded,7.7,473.0999999999999,451.8999999999999,34,Medium Risk,0.3555555555555555,0.6444444444444445,0.3572977777777777,0.5094006389397835,0.4485594944749811
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00744,49,Loaded,17.3,473.0999999999999,469.19999999999993,35,High Risk,0.5121951219512195,0.4878048780487805,0.5134419653142633,0.40421814888543517,0.4479076754569664
Travemünde_Klaipeda_2025-12-31_22:00_SHIP_05,Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,C00994,197,Loaded,18.3,473.0999999999999,487.49999999999994,36,Medium Risk,0.3555555555555555,0.6444444444444445,0.3513296903460838,0.5109126820586245,0.4470794853736082
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00090,149,Loaded,10.6,441.3000000000002,10.6,1,High Risk,0.7222222222222222,0.2777777777777778,0.7175092945078919,0.5894323307707701,0.6406631162656188
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00084,22,Booked,14.8,441.3000000000002,25.4,2,High Risk,0.6451612903225806,0.3548387096774194,0.6451461563490802,0.5749734052258453,0.6030425056751393
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C01038,20,Booked,15.8,441.3000000000002,41.2,3,High Risk,0.6744186046511628,0.3255813953488372,0.667590848374833,0.5301394314066842,0.5851199981939437
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00743,28,Loaded,9.0,441.3000000000002,50.2,4,High Risk,0.6666666666666666,0.3333333333333333,0.6732571428571429,0.5190587205431322,0.5807380894687364
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00817,86,Loaded,20.4,441.3000000000002,70.6,5,High Risk,0.6764705882352942,0.3235294117647059,0.6804262026353951,0.508731910731272,0.5774096274929212
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00817,154,Loaded,17.4,441.3000000000002,88.0,6,High Risk,0.6764705882352942,0.3235294117647059,0.6804262026353951,0.508647207704807,0.5773588056770422
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00332,145,Loaded,14.7,441.3000000000002,102.7,7,High Risk,0.6176470588235294,0.3823529411764705,0.6228459361384802,0.5162028059006767,0.5588600579957981
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00093,116,Loaded,14.5,441.3000000000002,117.2,8,High Risk,0.7674418604651163,0.2325581395348837,0.7686743352220162,0.4164694838621251,0.5573514244060815
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00392,136,Loaded,17.4,441.3000000000002,134.6,9,High Risk,0.6,0.4,0.6084434679736352,0.47713548445969733,0.5296586778652725
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00380,73,Loaded,17.8,441.3000000000002,152.4,10,High Risk,0.65625,0.34375,0.6596437346437347,0.44137183900880467,0.5286805972627767
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00049,42,Loaded,13.9,441.3000000000002,166.3,11,High Risk,0.5416666666666666,0.4583333333333333,0.545229299049308,0.49031501544323985,0.512280728885667
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00818,69,Loaded,13.6,441.3000000000002,179.9,12,Medium Risk,0.4864864864864865,0.5135135135135135,0.4886472344143807,0.5277860841271762,0.512130544242058
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00762,142,Loaded,10.1,441.3000000000002,190.0,13,Medium Risk,0.4705882352941176,0.5294117647058824,0.4776017650560918,0.5203439685817056,0.50324708717146
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C01173,173,Loaded,12.0,441.3000000000002,202.0,14,High Risk,0.5483870967741935,0.4516129032258064,0.5487140461393198,0.4675454693215664,0.5000129000486677
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00894,163,Loaded,18.3,441.3000000000002,220.3,15,High Risk,0.525,0.475,0.5294442426443879,0.46357789120636655,0.4899244317815751
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C01045,1,Loaded,14.1,441.3000000000002,234.4,16,Medium Risk,0.4473684210526316,0.5526315789473685,0.4505976407884939,0.5104892529324687,0.48653260807487875
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00145,66,Loaded,13.8,441.3000000000002,248.20000000000002,17,High Risk,0.5333333333333333,0.4666666666666667,0.5268916104307256,0.45939726432305167,0.48639500276612124
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00829,5,Loaded,9.7,441.3000000000002,257.90000000000003,18,High Risk,0.6428571428571429,0.3571428571428571,0.6475843253968253,0.3764464195383567,0.48490158188174415
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C01118,134,Loaded,14.9,441.3000000000002,272.8,19,Medium Risk,0.4736842105263157,0.5263157894736842,0.4754922845118719,0.48756198195099804,0.4827341029753476
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00886,54,Loaded,23.2,441.3000000000002,296.0,20,Medium Risk,0.4883720930232558,0.5116279069767442,0.4925377547130174,0.4662772437219214,0.4767814481183598
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00271,130,Loaded,17.5,441.3000000000002,313.5,21,High Risk,0.6222222222222222,0.3777777777777777,0.6330349114227882,0.3708556565435184,0.47572735849522635
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00568,138,Loaded,12.4,441.3000000000002,325.9,22,High Risk,0.5277777777777778,0.4722222222222222,0.5217402945113788,0.43718167756714343,0.4710051243448376
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C00760,36,Checked In,13.5,441.3000000000002,339.4,23,High Risk,0.525,0.475,0.5227159485399224,0.429618961264825,0.46685775617486397
Trelleborg_Swinoujscie_2024-03-26_18:00_SHIP_04,Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,C01001,78,Checked In,14.5,441.3000000000002,353.9,24,Medium Risk,0.4897959183673469,0.5102040816326531,0.4953621001280993,0.447641143611807,0.4667295262183239
