Voyage_ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Customer Number,SeqNo,Booking Status,Reserved Meter,Meters_To_Remove,Accumulated_Removed_Meter,Recommendation_Rank,NoShow_Rate,Booking_Reliability_Score,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00975,51,Loaded,9.5,1433.1,1337.9,97,0.2105263157894736,0.7894736842105263,0.7340425531914895,Medium Risk,0.221612541993281
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00975,76,Loaded,15.3,1433.1,1353.2,98,0.2105263157894736,0.7894736842105263,0.7340425531914895,Medium Risk,0.221612541993281
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C01068,27,Loaded,15.4,1433.1,1368.6000000000001,99,0.2093023255813953,0.7906976744186046,0.7588663967611337,Medium Risk,0.2156685811128895
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00631,22,Loaded,15.4,1433.1,1384.0000000000002,100,0.2093023255813953,0.7906976744186046,0.7664745287427949,Medium Risk,0.2141469547165573
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00597,69,Loaded,9.7,1433.1,1393.7000000000003,101,0.2051282051282051,0.7948717948717948,0.7612982027569359,Medium Risk,0.2118429235511769
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00010,107,Loaded,12.0,1433.1,1405.7000000000003,102,0.2051282051282051,0.7948717948717948,0.7659574468085106,Medium Risk,0.210911074740862
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C01175,110,Loaded,4.0,1433.1,1409.7000000000003,103,0.2093023255813953,0.7906976744186046,0.788962165914613,Medium Risk,0.2096494272821936
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00363,89,Loaded,10.5,1433.1,1420.2000000000003,104,0.2068965517241379,0.7931034482758621,0.7795477903391572,Medium Risk,0.2096076833114789
Swinoujscie_Trelleborg_2024-03-31_08:00_SHIP_04,Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,C00582,135,Loaded,12.9,1433.1,1433.1000000000004,105,0.2037037037037037,0.7962962962962963,0.7830877472454534,Medium Risk,0.2063454135138723
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00752,74,Loaded,12.6,1323.1,12.6,1,0.8571428571428571,0.1428571428571428,0.1437598736176935,High Risk,0.856962310990747
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01026,14,Loaded,18.3,1323.1,30.9,2,0.7894736842105263,0.2105263157894736,0.211548839719374,High Risk,0.7892691794245462
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00916,23,Loaded,15.5,1323.1,46.4,3,0.7777777777777778,0.2222222222222222,0.2103864240441627,High Risk,0.7801449374133897
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00801,91,Loaded,13.9,1323.1,60.3,4,0.7105263157894737,0.2894736842105263,0.2735523688509711,High Risk,0.7137105788613847
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00080,44,Loaded,14.5,1323.1,74.8,5,0.7045454545454546,0.2954545454545454,0.3020260989010989,High Risk,0.7032311438561439
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01082,33,Loaded,23.4,1323.1,98.19999999999999,6,0.675,0.325,0.2975190839694656,High Risk,0.6804961832061069
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01087,96,Loaded,17.5,1323.1,115.69999999999999,7,0.6590909090909091,0.3409090909090909,0.333609958506224,High Risk,0.6605507355714826
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00911,19,Booked,12.6,1323.1,128.29999999999998,8,0.6296296296296297,0.3703703703703703,0.4000799893347553,High Risk,0.6236877058367527
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00651,55,Loaded,18.1,1323.1,146.39999999999998,9,0.6136363636363636,0.3863636363636363,0.3654273440971707,High Risk,0.6178236220896568
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00670,78,Checked In,10.1,1323.1,156.49999999999997,10,0.5853658536585366,0.4146341463414634,0.4028387968908415,High Risk,0.5877249235486609
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00610,24,Loaded,14.5,1323.1,170.99999999999997,11,0.5405405405405406,0.4594594594594595,0.4423856398378691,High Risk,0.5439553044648586
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00098,30,Loaded,18.0,1323.1,188.99999999999997,12,0.5277777777777778,0.4722222222222222,0.431477093206951,High Risk,0.535926803580832
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00980,90,Loaded,21.2,1323.1,210.19999999999996,13,0.5277777777777778,0.4722222222222222,0.4503257328990228,High Risk,0.5321570756424177
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00336,100,Loaded,15.5,1323.1,225.69999999999996,14,0.525,0.475,0.4544213041993855,High Risk,0.529115739160123
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00279,91,Loaded,18.9,1323.1,244.59999999999997,15,0.5283018867924528,0.4716981132075472,0.4847753185781354,High Risk,0.5256864457183352
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00568,20,Loaded,11.2,1323.1,255.79999999999995,16,0.5277777777777778,0.4722222222222222,0.5024096385542168,High Risk,0.5217402945113788
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00430,109,Loaded,17.1,1323.1,272.9,17,0.4848484848484848,0.5151515151515151,0.5216912574322836,Medium Risk,0.4835405363923312
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01192,50,Loaded,13.4,1323.1,286.29999999999995,18,0.4761904761904761,0.5238095238095238,0.4945405677809508,Medium Risk,0.4820442673961908
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00712,8,Loaded,18.6,1323.1,304.9,19,0.4772727272727273,0.5227272727272727,0.5269084285477728,Medium Risk,0.4764364961086272
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00104,65,Loaded,8.3,1323.1,313.2,20,0.4705882352941176,0.5294117647058824,0.505603448275862,Medium Risk,0.4753498985801217
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00875,40,Loaded,16.3,1323.1,329.5,21,0.4222222222222222,0.5777777777777777,0.5335452568178015,Medium Risk,0.4310687264142175
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00875,69,Checked In,8.9,1323.1,338.4,22,0.4222222222222222,0.5777777777777777,0.5335452568178015,Medium Risk,0.4310687264142175
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01098,88,Loaded,14.1,1323.1,352.5,23,0.4285714285714285,0.5714285714285714,0.5666172106824926,Medium Risk,0.4295337007206443
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00464,71,Loaded,19.0,1323.1,371.5,24,0.4242424242424242,0.5757575757575758,0.5535420098846787,Medium Risk,0.4286855374170036
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00887,130,Checked In,18.3,1323.1,389.8,25,0.4210526315789473,0.5789473684210527,0.5481354642313546,Medium Risk,0.4272150124168869
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00639,22,Loaded,8.1,1323.1,397.90000000000003,26,0.4210526315789473,0.5789473684210527,0.5583012996522058,Medium Risk,0.4251818453327167
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00137,84,Loaded,15.2,1323.1,413.1,27,0.3953488372093023,0.6046511627906976,0.5691379584060963,Medium Risk,0.4024514780862226
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00523,106,Loaded,18.1,1323.1,431.20000000000005,28,0.4,0.6,0.6168074902945879,Medium Risk,0.3966385019410824
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01143,42,Loaded,14.2,1323.1,445.40000000000003,29,0.3809523809523809,0.6190476190476191,0.5870562255817903,Medium Risk,0.3873506596455467
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00870,84,Loaded,11.6,1323.1,457.00000000000006,30,0.3777777777777777,0.6222222222222222,0.6094296577946768,Medium Risk,0.3803362906632869
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00870,92,Loaded,17.6,1323.1,474.6000000000001,31,0.3777777777777777,0.6222222222222222,0.6094296577946768,Medium Risk,0.3803362906632869
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00654,81,Loaded,16.7,1323.1,491.30000000000007,32,0.3725490196078431,0.6274509803921569,0.5946684894053315,Medium Risk,0.3791055178052082
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01090,57,Loaded,21.1,1323.1,512.4000000000001,33,0.3636363636363636,0.6363636363636364,0.6239680792515135,Medium Risk,0.3661154750587881
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00862,34,Checked In,15.1,1323.1,527.5000000000001,34,0.3571428571428571,0.6428571428571429,0.6092896174863388,Medium Risk,0.3638563622170179
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00862,2,Loaded,21.3,1323.1,548.8000000000001,35,0.3571428571428571,0.6428571428571429,0.6092896174863388,Medium Risk,0.3638563622170179
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00769,28,Loaded,17.6,1323.1,566.4000000000001,36,0.3478260869565217,0.6521739130434783,0.6010287735090821,Medium Risk,0.3580551148634009
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00019,19,Loaded,9.4,1323.1,575.8000000000001,37,0.3555555555555555,0.6444444444444445,0.6357333333333334,Medium Risk,0.3572977777777777
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00834,62,Loaded,12.8,1323.1,588.6,38,0.34,0.66,0.6268467707893626,Medium Risk,0.3466306458421275
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01164,111,Checked In,17.3,1323.1,605.9,39,0.3333333333333333,0.6666666666666666,0.6370420624151968,Medium Risk,0.3392582541836273
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00537,66,Checked In,10.8,1323.1,616.6999999999999,40,0.3272727272727272,0.6727272727272727,0.6301849775784752,Medium Risk,0.3357811863024867
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00069,108,Loaded,15.6,1323.1,632.3,41,0.3333333333333333,0.6666666666666666,0.6687412166231681,Medium Risk,0.332918423342033
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00473,94,Loaded,12.7,1323.1,645.0,42,0.3333333333333333,0.6666666666666666,0.6853303471444568,Medium Risk,0.3296005972377753
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00527,53,Loaded,10.3,1323.1,655.3,43,0.3142857142857143,0.6857142857142857,0.616846105129829,Medium Risk,0.3280593504026056
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00793,112,Loaded,17.4,1323.1,672.6999999999999,44,0.3125,0.6875,0.6329436450839329,Medium Risk,0.3234112709832134
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00289,129,Loaded,7.7,1323.1,680.4,45,0.3142857142857143,0.6857142857142857,0.6691002791496672,Medium Risk,0.317608515598638
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00391,39,Loaded,4.0,1323.1,684.4,46,0.3170731707317073,0.6829268292682927,0.6812691544979267,Medium Risk,0.3174047056857805
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01055,12,Loaded,6.8,1323.1,691.1999999999999,47,0.3023255813953488,0.6976744186046512,0.6986301369863014,Medium Risk,0.3021344377190188
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00369,60,Loaded,13.3,1323.1,704.4999999999999,48,0.2926829268292683,0.7073170731707317,0.6715351149782474,Medium Risk,0.2998393184677651
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00655,3,Checked In,14.5,1323.1,718.9999999999999,49,0.303030303030303,0.696969696969697,0.7217332430602572,Medium Risk,0.298077593812191
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00708,95,Loaded,19.9,1323.1,738.8999999999999,50,0.2758620689655172,0.7241379310344828,0.6788457063067256,Medium Risk,0.2849205139110686
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00401,104,Loaded,18.2,1323.1,757.0999999999999,51,0.2765957446808511,0.723404255319149,0.6903290702687167,Medium Risk,0.2832107816909375
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00496,9,Checked In,21.3,1323.1,778.3999999999999,52,0.2682926829268293,0.7317073170731707,0.688230008984726,Medium Risk,0.2769881445445182
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00566,51,Loaded,11.9,1323.1,790.2999999999998,53,0.2727272727272727,0.7272727272727273,0.7128378378378377,Medium Risk,0.2756142506142506
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00199,16,Booked,9.0,1323.1,799.2999999999998,54,0.2727272727272727,0.7272727272727273,0.7220730951889325,Medium Risk,0.2737671991440316
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00368,52,Loaded,14.2,1323.1,813.4999999999999,55,0.2647058823529412,0.7352941176470589,0.712442218798151,Medium Risk,0.2692762621227227
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01148,123,Loaded,20.2,1323.1,833.6999999999999,56,0.2553191489361702,0.7446808510638298,0.6977147360126084,Medium Risk,0.2647123719464145
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01013,22,Loaded,8.1,1323.1,841.8,57,0.2631578947368421,0.7368421052631579,0.7494617341945587,Medium Risk,0.2606339689505619
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01050,125,Loaded,20.9,1323.1,862.6999999999999,58,0.2571428571428571,0.7428571428571429,0.7563368765331153,Medium Risk,0.2544469104076626
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01023,62,Loaded,13.4,1323.1,876.0999999999999,59,0.25,0.75,0.7369449378330373,Medium Risk,0.2526110124333925
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01023,53,Checked In,9.4,1323.1,885.4999999999999,60,0.25,0.75,0.7369449378330373,Medium Risk,0.2526110124333925
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01023,105,Loaded,15.1,1323.1,900.5999999999999,61,0.25,0.75,0.7369449378330373,Medium Risk,0.2526110124333925
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00300,6,Booked,17.1,1323.1,917.6999999999999,62,0.25,0.75,0.7449956483899043,Medium Risk,0.2510008703220192
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00417,44,Loaded,14.0,1323.1,931.6999999999999,63,0.2424242424242424,0.7575757575757576,0.7186327636515215,Medium Risk,0.2502128412090896
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00129,87,Loaded,19.2,1323.1,950.9,64,0.2444444444444444,0.7555555555555555,0.7351644625296712,Medium Risk,0.2485226630496213
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00747,9,Booked,15.3,1323.1,966.1999999999999,65,0.238095238095238,0.7619047619047619,0.7302434144714905,Medium Risk,0.2444275075818923
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00747,18,Loaded,10.3,1323.1,976.4999999999999,66,0.238095238095238,0.7619047619047619,0.7302434144714905,Medium Risk,0.2444275075818923
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00109,29,Loaded,20.8,1323.1,997.2999999999998,67,0.238095238095238,0.7619047619047619,0.7455479452054794,Medium Risk,0.2413666014350945
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00513,55,Loaded,11.3,1323.1,1008.5999999999998,68,0.2325581395348837,0.7674418604651163,0.7254242715337816,Medium Risk,0.2409616573211506
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00269,67,Loaded,14.2,1323.1,1022.7999999999998,69,0.2424242424242424,0.7575757575757576,0.7660491167600173,Medium Risk,0.2407295705873904
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01132,32,Loaded,5.1,1323.1,1027.8999999999999,70,0.2325581395348837,0.7674418604651163,0.7400602409638554,Medium Risk,0.2380344634351359
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00912,86,Loaded,15.3,1323.1,1043.1999999999998,71,0.2272727272727272,0.7727272727272727,0.7442656624443683,Medium Risk,0.2329650493293081
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00583,12,Loaded,18.9,1323.1,1062.1,72,0.2244897959183673,0.7755102040816326,0.7409078094164083,Medium Risk,0.2314102748514122
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00144,32,Loaded,11.7,1323.1,1073.8,73,0.2195121951219512,0.7804878048780488,0.7221930285514101,Medium Risk,0.2311711503872789
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00367,28,Loaded,9.1,1323.1,1082.8999999999999,74,0.225,0.775,0.7609329446064141,Medium Risk,0.2278134110787171
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00367,11,Loaded,11.2,1323.1,1094.1,75,0.225,0.775,0.7609329446064141,Medium Risk,0.2278134110787171
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01065,99,Loaded,16.3,1323.1,1110.3999999999999,76,0.2272727272727272,0.7727272727272727,0.7701037613488976,Medium Risk,0.2277974295484023
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00516,6,Loaded,18.4,1323.1,1128.8,77,0.2195121951219512,0.7804878048780488,0.781984785615491,Medium Risk,0.2192127989744627
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00851,107,Loaded,13.0,1323.1,1141.8,78,0.2115384615384615,0.7884615384615384,0.7726224392891059,Medium Risk,0.214706281372948
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00631,70,Loaded,9.9,1323.1,1151.7,79,0.2093023255813953,0.7906976744186046,0.7664745287427949,Medium Risk,0.2141469547165573
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00969,65,Checked In,16.0,1323.1,1167.7,80,0.2051282051282051,0.7948717948717948,0.75371145793681,Medium Risk,0.2133602725152021
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00204,2,Loaded,14.6,1323.1,1182.3,81,0.2051282051282051,0.7948717948717948,0.763981709461836,Medium Risk,0.2113062222101969
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00469,75,Loaded,17.8,1323.1,1200.1,82,0.2051282051282051,0.7948717948717948,0.7957300524696942,Medium Risk,0.2049565536086252
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00934,36,Checked In,18.1,1323.1,1218.1999999999998,83,0.196078431372549,0.803921568627451,0.7755779962795643,Low Risk,0.2017471458421263
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00549,83,Loaded,9.0,1323.1,1227.1999999999998,84,0.196078431372549,0.803921568627451,0.7756906077348067,Low Risk,0.2017246235510778
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00554,94,Loaded,17.2,1323.1,1244.3999999999999,85,0.1944444444444444,0.8055555555555556,0.7975435005117708,Low Risk,0.1960468554532013
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00185,26,Loaded,14.4,1323.1,1258.8,86,0.1860465116279069,0.813953488372093,0.7812057295765781,Low Risk,0.1925960633870099
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00440,39,Loaded,13.7,1323.1,1272.5,87,0.1875,0.8125,0.7912292978773035,Low Risk,0.1917541404245393
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00162,18,Checked In,23.4,1323.1,1295.9,88,0.1875,0.8125,0.8036890645586298,Low Risk,0.189262187088274
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00162,80,Loaded,13.2,1323.1,1309.1000000000001,89,0.1875,0.8125,0.8036890645586298,Low Risk,0.189262187088274
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C00889,25,Loaded,11.6,1323.1,1320.7,90,0.1842105263157894,0.8157894736842105,0.8066561014263074,Low Risk,0.1860372007673701
Rostock_Trelleborg_2024-07-07_18:00_SHIP_02,Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,C01157,101,Booked,13.2,1323.1,1333.9,91,0.18,0.82,0.7942833585268654,Low Risk,0.1851433282946269
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C01152,78,Loaded,16.1,1302.4,16.1,1,0.8,0.2,0.1908545197740113,High Risk,0.8018290960451978
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C00393,53,Loaded,11.4,1302.4,27.5,2,0.7777777777777778,0.2222222222222222,0.2481835564053537,High Risk,0.7725855109411515
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C00375,92,Checked In,10.4,1302.4,37.9,3,0.7428571428571429,0.2571428571428571,0.2422863924050632,High Risk,0.7458284358047016
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C00058,82,Loaded,9.0,1302.4,46.9,4,0.7419354838709677,0.2580645161290322,0.2519572953736655,High Risk,0.743156928022041
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C00357,87,Loaded,10.5,1302.4,57.4,5,0.7297297297297297,0.2702702702702703,0.2279792746113989,High Risk,0.7381879288615041
Rostock_Klaipeda_2025-06-23_14:00_SHIP_02,Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,C00050,36,Loaded,15.9,1302.4,73.3,6,0.7380952380952381,0.2619047619047619,0.2649449160195051,High Risk,0.7374872072722894
