Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Wasted_Capacity_Meter,Wasted_Capacity_Rate,Overbooking_Ratio,Overbooking_Extra_Meter,Overbooking_Effectiveness,Utilization_Category,Overbooking_Outcome
Trelleborg,Travemünde,2024-05-27,22:00,SHIP_02,160,97,45,5,9,4,2196.4,1304.2,186,121,2000,220,0.28125,0.6521,1.0982,True,196.4000000000001,695.8,Overbooked,695.8,0.3479,1.0982,196.4000000000001,0.5937898379165908,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-08-20,10:00,SHIP_03,166,102,44,4,10,6,2306.2,1389.4,193,128,2100,230,0.2650602409638554,0.6616190476190477,1.0981904761904762,True,206.19999999999985,710.5999999999999,Overbooked,710.5999999999999,0.33838095238095234,1.0981904761904762,206.19999999999982,0.6024629260254966,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-08-14,14:00,SHIP_01,142,101,28,4,6,3,1976.7,1379.9,154,117,1800,180,0.1971830985915492,0.7666111111111111,1.0981666666666667,True,176.70000000000005,420.0999999999999,Overbooked,420.0999999999999,0.23338888888888884,1.0981666666666667,176.70000000000005,0.6980826630242324,Medium Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-07-31,06:00,SHIP_01,143,89,33,2,15,4,1976.7,1233.5,164,121,1800,180,0.2307692307692307,0.6852777777777778,1.0981666666666667,True,176.70000000000005,566.5,Overbooked,566.5,0.31472222222222224,1.0981666666666667,176.70000000000005,0.6240198310315171,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-11-11,10:00,SHIP_02,155,93,45,7,9,1,2196.3,1268.9,173,115,2000,220,0.2903225806451613,0.6344500000000001,1.0981500000000002,True,196.30000000000015,731.0999999999999,Overbooked,731.0999999999999,0.36554999999999993,1.0981500000000002,196.30000000000018,0.5777443882893958,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-06-30,08:00,SHIP_01,141,90,31,6,11,3,1976.5,1224.1,166,121,1800,180,0.2198581560283688,0.6800555555555555,1.0980555555555556,True,176.5,575.9000000000001,Overbooked,575.9000000000001,0.3199444444444445,1.0980555555555556,176.5,0.6193270933468251,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-01-09,14:00,SHIP_05,184,113,52,5,9,5,2635.1,1556.7,219,144,2400,280,0.2826086956521739,0.648625,1.0979583333333334,True,235.0999999999999,843.3,Overbooked,843.3,0.351375,1.0979583333333334,235.0999999999999,0.590755569048613,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-09-06,06:00,SHIP_03,162,101,41,7,7,6,2305.6,1380.5,181,122,2100,230,0.2530864197530864,0.6573809523809524,1.097904761904762,True,205.5999999999999,719.5,Overbooked,719.5,0.3426190476190476,1.097904761904762,205.5999999999999,0.5987595419847328,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-04-07,18:00,SHIP_01,144,85,38,9,5,7,1975.7,1140.4,164,103,1800,180,0.2638888888888889,0.6335555555555556,1.097611111111111,True,175.70000000000005,659.5999999999999,Overbooked,659.5999999999999,0.3664444444444444,1.097611111111111,175.70000000000005,0.5772131396467075,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-09-28,06:00,SHIP_02,162,101,41,6,7,7,2195.0,1369.2,188,125,2000,220,0.2530864197530864,0.6846,1.0975,True,195.0,630.8,Overbooked,630.8,0.31539999999999996,1.0975,195.0,0.6237813211845102,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2025-05-24,06:00,SHIP_01,146,89,33,2,16,6,1975.3,1182.2,171,125,1800,180,0.2260273972602739,0.6567777777777778,1.097388888888889,True,175.29999999999995,617.8,Overbooked,617.8,0.3432222222222222,1.097388888888889,175.29999999999995,0.5984913683997368,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-02-15,10:00,SHIP_05,193,104,58,9,16,6,2633.6,1358.2,223,138,2400,280,0.3005181347150259,0.5659166666666667,1.0973333333333333,True,233.5999999999999,1041.8,Overbooked,1041.8,0.4340833333333333,1.0973333333333333,233.5999999999999,0.5157199270959903,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-02-17,22:00,SHIP_02,154,95,32,8,12,7,2194.5,1320.6,181,124,2000,220,0.2077922077922078,0.6603,1.09725,True,194.5,679.4000000000001,Overbooked,679.4000000000001,0.33970000000000006,1.09725,194.5,0.6017771701982227,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-02-27,14:00,SHIP_04,167,102,38,5,15,7,2413.9,1446.0,200,141,2200,250,0.2275449101796407,0.6572727272727272,1.0972272727272727,True,213.9000000000001,754.0,Overbooked,754.0,0.3427272727272727,1.0972272727272727,213.9000000000001,0.5990306143585069,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-02-16,08:00,SHIP_04,169,101,45,5,9,9,2413.9,1385.1,195,128,2200,250,0.2662721893491124,0.6295909090909091,1.0972272727272727,True,213.9000000000001,814.9000000000001,Overbooked,814.9000000000001,0.37040909090909097,1.0972272727272727,213.9000000000001,0.5738017316375988,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-06-08,08:00,SHIP_01,140,81,32,9,14,4,1974.9,1102.4,161,107,1800,180,0.2285714285714285,0.6124444444444445,1.0971666666666666,True,174.9000000000001,697.5999999999999,Overbooked,697.5999999999999,0.3875555555555555,1.0971666666666666,174.9000000000001,0.5582054787584182,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-02-21,14:00,SHIP_02,165,98,38,8,13,8,2194.3,1286.2,191,131,2000,220,0.2303030303030303,0.6431,1.09715,True,194.30000000000015,713.8,Overbooked,713.8,0.3569,1.09715,194.30000000000018,0.5861550380531376,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-04-22,22:00,SHIP_04,166,109,39,6,7,5,2413.6,1599.3,186,130,2200,250,0.2349397590361445,0.7269545454545454,1.0970909090909091,True,213.5999999999999,600.7,Overbooked,600.7,0.2730454545454546,1.0970909090909091,213.5999999999999,0.6626201524693404,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-08-28,08:00,SHIP_04,178,116,48,6,7,1,2413.5,1534.3,204,144,2200,250,0.2696629213483146,0.6974090909090909,1.0970454545454544,True,213.5,665.7,Overbooked,665.7,0.30259090909090913,1.0970454545454544,213.5,0.635715765485809,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2024-08-30,10:00,SHIP_04,177,104,46,11,9,7,2413.3,1400.0,200,127,2200,250,0.2598870056497175,0.6363636363636364,1.0969545454545455,True,213.30000000000015,800.0,Overbooked,800.0,0.36363636363636365,1.0969545454545455,213.30000000000018,0.5801185099241701,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-03-21,10:00,SHIP_02,151,95,40,6,7,3,2193.9,1317.8,171,115,2000,220,0.2649006622516556,0.6588999999999999,1.09695,True,193.9000000000001,682.2,Overbooked,682.2,0.3411,1.09695,193.9000000000001,0.6006654815625142,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-12-08,14:00,SHIP_04,171,109,43,3,13,3,2412.4,1459.1,188,137,2200,250,0.2514619883040935,0.6632272727272727,1.0965454545454545,True,212.4000000000001,740.9000000000001,Overbooked,740.9000000000001,0.33677272727272733,1.0965454545454545,212.4000000000001,0.6048333609683302,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-01-19,10:00,SHIP_05,190,105,59,11,10,5,2630.8,1433.1,216,128,2400,280,0.3105263157894737,0.597125,1.0961666666666667,True,230.80000000000015,966.9,Overbooked,966.9000000000001,0.40287500000000004,1.0961666666666667,230.80000000000018,0.5447392428158734,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-05-03,14:00,SHIP_04,175,116,43,4,9,3,2411.1,1548.6,200,144,2200,250,0.2457142857142857,0.7039090909090908,1.0959545454545454,True,211.0999999999999,651.4000000000001,Overbooked,651.4000000000001,0.2960909090909091,1.0959545454545454,211.0999999999999,0.6422794575090207,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-02-14,18:00,SHIP_01,140,93,29,6,12,0,1972.4,1259.8,159,121,1800,180,0.2071428571428571,0.6998888888888889,1.0957777777777775,True,172.4000000000001,540.2,Overbooked,540.2,0.30011111111111116,1.0957777777777777,172.4000000000001,0.638714256743054,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-01-03,18:00,SHIP_03,166,107,45,5,4,5,2301.0,1435.3,188,126,2100,230,0.2710843373493976,0.6834761904761905,1.0957142857142856,True,201.0,664.7,Overbooked,664.7,0.31652380952380954,1.0957142857142856,201.0,0.6237722729248153,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-10-18,18:00,SHIP_02,155,95,42,4,9,5,2190.7,1299.2,180,121,2000,220,0.2709677419354839,0.6496000000000001,1.0953499999999998,True,190.69999999999985,700.8,Overbooked,700.8,0.3504,1.0953499999999998,190.69999999999982,0.5930524489889077,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-09-23,18:00,SHIP_01,143,88,37,8,7,3,1971.5,1162.2,165,110,1800,180,0.2587412587412587,0.6456666666666667,1.0952777777777778,True,171.5,637.8,Overbooked,637.8,0.35433333333333333,1.0952777777777778,171.5,0.5895003804209993,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-02-12,14:00,SHIP_04,184,114,45,9,6,10,2409.6,1450.1,221,145,2200,250,0.2445652173913043,0.6591363636363636,1.0952727272727272,True,209.5999999999999,749.9000000000001,Overbooked,749.9000000000001,0.3408636363636364,1.0952727272727272,209.5999999999999,0.601801128818061,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-09-24,10:00,SHIP_02,152,88,41,4,11,8,2190.5,1268.6,170,109,2000,220,0.2697368421052631,0.6343,1.09525,True,190.5,731.4000000000001,Overbooked,731.4000000000001,0.3657,1.09525,190.5,0.5791371832914859,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-12-04,18:00,SHIP_02,149,99,32,5,6,7,2190.5,1411.3,179,124,2000,220,0.2147651006711409,0.70565,1.09525,True,190.5,588.7,Overbooked,588.7,0.29435,1.09525,190.5,0.6442821273681808,Medium Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-07-26,06:00,SHIP_01,138,79,36,10,10,3,1971.2,1124.4,159,103,1800,180,0.2608695652173913,0.6246666666666667,1.0951111111111111,True,171.20000000000005,675.5999999999999,Overbooked,675.5999999999999,0.3753333333333333,1.0951111111111111,171.20000000000005,0.570413961038961,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-09-28,10:00,SHIP_05,188,110,52,8,15,3,2628.0,1540.4,221,148,2400,280,0.2765957446808511,0.6418333333333334,1.095,True,228.0,859.5999999999999,Overbooked,859.5999999999999,0.35816666666666663,1.095,228.0,0.5861491628614917,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-02-18,06:00,SHIP_05,186,108,51,7,15,5,2627.7,1468.4,220,140,2400,280,0.2741935483870967,0.6118333333333333,1.0948749999999998,True,227.69999999999985,931.6,Overbooked,931.5999999999999,0.3881666666666666,1.0948749999999998,227.69999999999982,0.5588156943334476,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-05-05,08:00,SHIP_02,162,91,42,10,17,2,2189.7,1205.3,191,128,2000,220,0.2592592592592592,0.60265,1.09485,True,189.69999999999985,794.7,Overbooked,794.7,0.39735000000000004,1.0948499999999999,189.69999999999982,0.55044069963922,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-08-31,10:00,SHIP_02,159,95,38,11,10,5,2189.4,1245.9,184,122,2000,220,0.2389937106918239,0.62295,1.0947,True,189.4000000000001,754.0999999999999,Overbooked,754.0999999999999,0.37704999999999994,1.0947,189.4000000000001,0.5690600164428611,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-10-20,22:00,SHIP_03,162,95,41,5,11,10,2298.5,1345.4,189,126,2100,230,0.2530864197530864,0.6406666666666667,1.0945238095238097,True,198.5,754.5999999999999,Overbooked,754.5999999999999,0.3593333333333333,1.0945238095238095,198.5,0.585338264085273,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-01-15,10:00,SHIP_02,161,94,47,5,10,5,2188.5,1233.0,189,126,2000,220,0.2919254658385093,0.6165,1.09425,True,188.5,767.0,Overbooked,767.0,0.3835,1.09425,188.5,0.5633995887594243,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-07-30,08:00,SHIP_04,173,96,45,8,18,6,2407.0,1313.7,198,132,2200,250,0.2601156069364161,0.5971363636363637,1.094090909090909,True,207.0,886.3,Overbooked,886.3,0.40286363636363637,1.094090909090909,207.0,0.5457831325301205,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2024-07-09,06:00,SHIP_04,174,116,38,5,9,6,2406.5,1571.8,193,140,2200,250,0.2183908045977011,0.7144545454545455,1.0938636363636365,True,206.5,628.2,Overbooked,628.2,0.28554545454545455,1.0938636363636363,206.5,0.6531477249116975,Medium Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-11-02,14:00,SHIP_03,168,100,41,7,14,6,2296.8,1344.2,196,136,2100,230,0.244047619047619,0.6400952380952382,1.093714285714286,True,196.80000000000015,755.8,Overbooked,755.8,0.3599047619047619,1.0937142857142859,196.80000000000018,0.5852490421455938,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-07-23,06:00,SHIP_01,142,85,39,7,6,5,1968.5,1163.0,172,112,1800,180,0.2746478873239437,0.6461111111111111,1.093611111111111,True,168.5,637.0,Overbooked,637.0,0.35388888888888886,1.093611111111111,168.5,0.5908051816103632,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2025-01-27,06:00,SHIP_02,151,85,44,8,9,5,2187.1,1194.9,172,105,2000,220,0.2913907284768212,0.59745,1.09355,True,187.0999999999999,805.0999999999999,Overbooked,805.0999999999999,0.40254999999999996,1.09355,187.0999999999999,0.5463399021535367,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-08-19,14:00,SHIP_04,172,103,46,7,11,5,2405.8,1425.6,196,131,2200,250,0.2674418604651162,0.6479999999999999,1.0935454545454546,True,205.80000000000015,774.4000000000001,Overbooked,774.4000000000001,0.35200000000000004,1.0935454545454546,205.80000000000018,0.592567960761493,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-08-16,08:00,SHIP_01,139,80,46,1,5,7,1968.0,1078.5,159,98,1800,180,0.3309352517985611,0.5991666666666666,1.0933333333333333,True,168.0,721.5,Overbooked,721.5,0.4008333333333333,1.0933333333333333,168.0,0.5480182926829268,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-01-13,08:00,SHIP_01,139,80,38,6,14,1,1968.0,1067.9,155,103,1800,180,0.2733812949640288,0.5932777777777778,1.0933333333333333,True,168.0,732.0999999999999,Overbooked,732.0999999999999,0.40672222222222215,1.0933333333333333,168.0,0.5426321138211383,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-05-30,18:00,SHIP_02,159,88,48,6,14,3,2186.6,1160.6,190,123,2000,220,0.3018867924528302,0.5802999999999999,1.0933,True,186.5999999999999,839.4000000000001,Overbooked,839.4000000000001,0.4197000000000001,1.0933,186.5999999999999,0.5307783773895546,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-05-15,06:00,SHIP_01,142,78,36,3,15,10,1967.9,1018.5,160,107,1800,180,0.2535211267605634,0.5658333333333333,1.0932777777777778,True,167.9000000000001,781.5,Overbooked,781.5,0.43416666666666665,1.0932777777777778,167.9000000000001,0.5175567864220743,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-12-16,22:00,SHIP_02,156,85,49,10,8,4,2186.4,1129.6,176,105,2000,220,0.3141025641025641,0.5648,1.0932,True,186.4000000000001,870.4000000000001,Overbooked,870.4000000000001,0.43520000000000003,1.0932,186.4000000000001,0.5166483717526527,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-11-05,18:00,SHIP_05,189,117,46,8,13,5,2623.3,1567.2,211,145,2400,280,0.2433862433862433,0.653,1.0930416666666667,True,223.30000000000015,832.8,Overbooked,832.8,0.347,1.0930416666666667,223.30000000000018,0.5974154690656807,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-08-07,10:00,SHIP_02,158,85,49,10,6,8,2186.0,1095.0,179,105,2000,220,0.310126582278481,0.5475,1.093,True,186.0,905.0,Overbooked,905.0,0.4525,1.093,186.0,0.5009149130832571,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-06-04,08:00,SHIP_05,187,117,46,4,10,10,2622.9,1588.6,215,149,2400,280,0.2459893048128342,0.6619166666666666,1.092875,True,222.9000000000001,811.4000000000001,Overbooked,811.4000000000001,0.33808333333333335,1.092875,222.9000000000001,0.6056654847687674,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-07-28,14:00,SHIP_04,170,100,48,6,12,4,2404.3,1419.1,198,130,2200,250,0.2823529411764706,0.6450454545454545,1.0928636363636364,True,204.30000000000015,780.9000000000001,Overbooked,780.9000000000001,0.3549545454545455,1.0928636363636364,204.30000000000018,0.5902341637898764,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-02-29,22:00,SHIP_04,169,107,36,10,13,3,2403.3,1474.7,202,144,2200,250,0.2130177514792899,0.6703181818181818,1.0924090909090909,True,203.30000000000015,725.3,Overbooked,725.3,0.3296818181818182,1.0924090909090909,203.30000000000018,0.6136146132401281,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-02-15,22:00,SHIP_01,138,90,31,7,6,4,1966.2,1244.6,154,108,1800,180,0.2246376811594203,0.6914444444444444,1.0923333333333334,True,166.20000000000005,555.4000000000001,Overbooked,555.4000000000001,0.3085555555555556,1.0923333333333334,166.20000000000005,0.6329976604618044,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2025-01-22,06:00,SHIP_02,162,104,45,2,7,4,2184.6,1378.6,185,125,2000,220,0.2777777777777778,0.6892999999999999,1.0923,True,184.5999999999999,621.4000000000001,Overbooked,621.4000000000001,0.31070000000000003,1.0923,184.5999999999999,0.6310537398150691,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-06-23,18:00,SHIP_04,171,108,47,5,6,5,2402.2,1518.9,204,137,2200,250,0.2748538011695906,0.690409090909091,1.0919090909090907,True,202.19999999999985,681.0999999999999,Overbooked,681.0999999999999,0.30959090909090903,1.0919090909090907,202.19999999999982,0.6322953958871036,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-03-01,14:00,SHIP_03,168,95,51,7,13,2,2292.7,1230.6,191,119,2100,230,0.3035714285714285,0.586,1.0917619047619047,True,192.69999999999985,869.4000000000001,Overbooked,869.4000000000001,0.41400000000000003,1.0917619047619047,192.69999999999982,0.5367470667771623,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-12-20,14:00,SHIP_03,160,92,47,7,7,7,2291.9,1282.9,175,108,2100,230,0.29375,0.610904761904762,1.0913809523809523,True,191.9000000000001,817.0999999999999,Overbooked,817.0999999999999,0.38909523809523805,1.0913809523809523,191.9000000000001,0.55975391596492,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2025-02-24,22:00,SHIP_03,158,89,47,5,12,5,2291.8,1266.3,178,115,2100,230,0.2974683544303797,0.603,1.0913333333333337,True,191.80000000000015,833.7,Overbooked,833.7,0.397,1.0913333333333335,191.80000000000018,0.5525351252290776,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-08-19,22:00,SHIP_04,178,110,39,6,16,7,2400.6,1393.5,216,154,2200,250,0.2191011235955056,0.6334090909090909,1.091181818181818,True,200.5999999999999,806.5,Overbooked,806.5,0.3665909090909091,1.091181818181818,200.5999999999999,0.5804798800299925,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-03-15,06:00,SHIP_05,184,110,49,5,13,7,2618.8,1547.3,209,142,2400,280,0.266304347826087,0.6447083333333333,1.0911666666666668,True,218.80000000000015,852.7,Overbooked,852.7,0.3552916666666667,1.0911666666666668,218.80000000000018,0.5908431342599664,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-01-05,06:00,SHIP_03,159,104,36,7,8,4,2291.2,1480.5,188,131,2100,230,0.2264150943396226,0.705,1.091047619047619,True,191.19999999999985,619.5,Overbooked,619.5,0.295,1.091047619047619,191.19999999999982,0.6461679469273743,Medium Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-05-14,10:00,SHIP_01,137,82,30,4,13,8,1963.5,1160.6,158,111,1800,180,0.218978102189781,0.6447777777777777,1.090833333333333,True,163.5,639.4000000000001,Overbooked,639.4000000000001,0.3552222222222223,1.0908333333333333,163.5,0.5910873440285205,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-01-23,08:00,SHIP_05,192,120,46,10,6,10,2617.9,1578.9,224,141,2400,280,0.2395833333333333,0.657875,1.0907916666666666,True,217.9000000000001,821.0999999999999,Overbooked,821.0999999999999,0.34212499999999996,1.0907916666666666,217.9000000000001,0.6031170021773177,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-09-17,14:00,SHIP_04,177,115,37,8,10,7,2399.2,1500.3,203,142,2200,250,0.2090395480225988,0.6819545454545455,1.0905454545454545,True,199.19999999999985,699.7,Overbooked,699.7,0.3180454545454546,1.0905454545454545,199.19999999999982,0.6253334444814939,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-06-14,14:00,SHIP_01,134,78,35,7,10,4,1962.8,1110.1,157,105,1800,180,0.2611940298507462,0.6167222222222222,1.0904444444444443,True,162.79999999999995,689.9000000000001,Overbooked,689.9000000000001,0.38327777777777783,1.0904444444444443,162.79999999999995,0.5655695944568983,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-03-25,08:00,SHIP_01,140,90,33,6,6,5,1962.6,1270.5,162,110,1800,180,0.2357142857142857,0.7058333333333333,1.0903333333333334,True,162.5999999999999,529.5,Overbooked,529.5,0.2941666666666667,1.0903333333333334,162.5999999999999,0.6473555487618465,Medium Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-07-19,10:00,SHIP_03,162,91,47,7,11,6,2289.3,1261.2,182,115,2100,230,0.2901234567901234,0.6005714285714286,1.0901428571428573,True,189.30000000000015,838.8,Overbooked,838.8,0.3994285714285714,1.0901428571428573,189.30000000000018,0.5509107587472153,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-04-10,22:00,SHIP_02,156,94,43,5,11,3,2180.1,1280.8,182,123,2000,220,0.2756410256410256,0.6404,1.09005,True,180.0999999999999,719.2,Overbooked,719.2,0.35960000000000003,1.09005,180.0999999999999,0.5874959864226411,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-11-25,18:00,SHIP_04,169,103,47,6,7,6,2398.1,1402.8,194,125,2200,250,0.2781065088757396,0.6376363636363637,1.0900454545454543,True,198.0999999999999,797.2,Overbooked,797.2,0.3623636363636364,1.0900454545454545,198.0999999999999,0.5849630957841625,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-07-14,18:00,SHIP_03,159,94,41,5,13,6,2289.0,1304.1,187,126,2100,230,0.2578616352201258,0.621,1.09,True,189.0,795.9000000000001,Overbooked,795.9000000000001,0.37900000000000006,1.09,189.0,0.5697247706422018,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-04-18,10:00,SHIP_04,170,90,57,11,9,3,2397.9,1266.9,199,120,2200,250,0.3352941176470588,0.5758636363636364,1.0899545454545454,True,197.9000000000001,933.1,Overbooked,933.0999999999999,0.4241363636363636,1.0899545454545454,197.9000000000001,0.5283372951332416,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-03-18,06:00,SHIP_03,167,103,47,7,8,2,2288.8,1344.1,191,128,2100,230,0.281437125748503,0.640047619047619,1.089904761904762,True,188.80000000000015,755.9000000000001,Overbooked,755.9000000000001,0.35995238095238097,1.089904761904762,188.80000000000018,0.5872509612023767,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-02-07,10:00,SHIP_03,157,95,43,6,11,2,2288.4,1351.9,181,122,2100,230,0.2738853503184713,0.6437619047619048,1.089714285714286,True,188.4000000000001,748.0999999999999,Overbooked,748.0999999999999,0.3562380952380952,1.0897142857142859,188.4000000000001,0.5907621045271806,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-05-20,08:00,SHIP_02,156,99,43,4,8,2,2179.4,1315.4,184,124,2000,220,0.2756410256410256,0.6577000000000001,1.0897,True,179.4000000000001,684.5999999999999,Overbooked,684.5999999999999,0.34229999999999994,1.0897000000000001,179.4000000000001,0.6035606130127559,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-04-12,14:00,SHIP_03,163,96,38,4,16,9,2288.1,1297.5,191,133,2100,230,0.2331288343558282,0.6178571428571429,1.0895714285714286,True,188.0999999999999,802.5,Overbooked,802.5,0.3821428571428571,1.0895714285714286,188.0999999999999,0.5670643765569687,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-05-08,06:00,SHIP_02,151,95,43,6,4,3,2178.7,1329.7,180,118,2000,220,0.2847682119205298,0.66485,1.0893499999999998,True,178.69999999999982,670.3,Overbooked,670.3,0.33515,1.0893499999999998,178.69999999999982,0.6103180795887456,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-10-23,22:00,SHIP_02,155,94,38,7,12,4,2177.8,1268.5,176,119,2000,220,0.2451612903225806,0.63425,1.0889000000000002,True,177.80000000000018,731.5,Overbooked,731.5,0.36575,1.0889000000000002,177.80000000000018,0.5824685462393241,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-05-30,08:00,SHIP_03,166,102,43,8,6,7,2286.4,1423.3,191,126,2100,230,0.2590361445783132,0.6777619047619048,1.0887619047619048,True,186.4000000000001,676.7,Overbooked,676.7,0.32223809523809527,1.0887619047619048,186.4000000000001,0.6225069979006298,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-01-04,18:00,SHIP_02,156,106,34,7,5,4,2177.4,1440.8,183,127,2000,220,0.2179487179487179,0.7203999999999999,1.0887,True,177.4000000000001,559.2,Overbooked,559.2,0.2796,1.0887,177.4000000000001,0.6617066225773858,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-02-02,08:00,SHIP_04,172,96,46,9,16,5,2395.1,1347.6,202,134,2200,250,0.2674418604651162,0.6125454545454545,1.088681818181818,True,195.0999999999999,852.4000000000001,Overbooked,852.4000000000001,0.3874545454545455,1.088681818181818,195.0999999999999,0.5626487411799089,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-05-11,14:00,SHIP_03,165,101,44,9,8,3,2285.1,1361.8,193,126,2100,230,0.2666666666666666,0.6484761904761904,1.088142857142857,True,185.0999999999999,738.2,Overbooked,738.2,0.35152380952380957,1.088142857142857,185.0999999999999,0.595947660933876,Low Utilization,Ineffective Overbooking
