Sailing ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total Meter,Total Head
S000348,Swinoujscie,Trelleborg,2024-04-22,10:00,SHIP_03,2200,250
S000349,Klaipeda,Travemünde,2025-11-14,06:00,SHIP_04,2400,280
S000350,Swinoujscie,Trelleborg,2025-06-15,22:00,SHIP_05,2600,300
S000351,Swinoujscie,Trelleborg,2024-08-18,10:00,SHIP_02,2000,220
S000352,Trelleborg,Rostock,2025-09-11,06:00,SHIP_08,2300,260
S000353,Trelleborg,Travemünde,2024-06-16,18:00,SHIP_06,2100,230
S000354,Rostock,Klaipeda,2025-03-07,08:00,SHIP_08,2300,260
S000355,Klaipeda,Rostock,2025-06-28,18:00,SHIP_01,1800,180
S000356,Rostock,Trelleborg,2024-01-16,08:00,SHIP_02,2000,220
S000357,Trelleborg,Swinoujscie,2025-10-26,10:00,SHIP_05,2600,300
S000358,Rostock,Trelleborg,2025-01-18,14:00,SHIP_08,2300,260
S000359,Travemünde,Trelleborg,2025-01-19,06:00,SHIP_07,1900,200
S000360,Travemünde,Klaipeda,2025-12-25,18:00,SHIP_08,2300,260
S000361,Travemünde,Klaipeda,2024-02-18,22:00,SHIP_08,2300,260
S000362,Travemünde,Trelleborg,2025-09-10,08:00,SHIP_01,1800,180
S000363,Travemünde,Trelleborg,2025-12-03,22:00,SHIP_01,1800,180
S000364,Trelleborg,Rostock,2025-09-29,18:00,SHIP_02,2000,220
S000365,Travemünde,Klaipeda,2025-12-06,06:00,SHIP_06,2100,230
S000366,Trelleborg,Travemünde,2024-11-24,18:00,SHIP_07,1900,200
S000367,Travemünde,Trelleborg,2025-03-06,18:00,SHIP_08,2300,260
S000368,Travemünde,Trelleborg,2025-11-21,18:00,SHIP_04,2400,280
S000369,Rostock,Trelleborg,2024-12-11,06:00,SHIP_04,2400,280
S000370,Rostock,Klaipeda,2025-11-22,10:00,SHIP_02,2000,220
S000371,Klaipeda,Rostock,2024-05-19,14:00,SHIP_07,1900,200
S000372,Swinoujscie,Trelleborg,2024-04-14,08:00,SHIP_07,1900,200
S000373,Trelleborg,Swinoujscie,2024-03-11,22:00,SHIP_01,1800,180
S000374,Trelleborg,Swinoujscie,2025-04-16,14:00,SHIP_07,1900,200
S000375,Trelleborg,Swinoujscie,2025-02-05,14:00,SHIP_07,1900,200
S000376,Rostock,Klaipeda,2024-02-24,18:00,SHIP_04,2400,280
S000377,Rostock,Trelleborg,2025-01-03,18:00,SHIP_01,1800,180
S000378,Trelleborg,Rostock,2025-10-02,22:00,SHIP_02,2000,220
S000379,Trelleborg,Rostock,2024-11-16,10:00,SHIP_04,2400,280
S000380,Rostock,Klaipeda,2025-03-29,06:00,SHIP_03,2200,250
S000381,Trelleborg,Swinoujscie,2024-07-10,18:00,SHIP_05,2600,300
S000382,Rostock,Klaipeda,2025-09-07,22:00,SHIP_03,2200,250
S000383,Travemünde,Trelleborg,2024-12-09,06:00,SHIP_04,2400,280
S000384,Trelleborg,Swinoujscie,2025-12-04,10:00,SHIP_07,1900,200
S000385,Trelleborg,Rostock,2025-02-05,10:00,SHIP_02,2000,220
S000386,Klaipeda,Travemünde,2025-02-16,10:00,SHIP_01,1800,180
S000387,Travemünde,Klaipeda,2024-12-25,22:00,SHIP_08,2300,260
S000388,Rostock,Trelleborg,2024-07-07,14:00,SHIP_01,1800,180
S000389,Trelleborg,Travemünde,2024-12-28,14:00,SHIP_07,1900,200
S000390,Rostock,Klaipeda,2025-04-27,08:00,SHIP_02,2000,220
S000391,Travemünde,Klaipeda,2025-04-20,08:00,SHIP_01,1800,180
S000392,Rostock,Klaipeda,2024-11-08,08:00,SHIP_06,2100,230
S000393,Klaipeda,Rostock,2024-02-02,18:00,SHIP_02,2000,220
S000394,Trelleborg,Rostock,2025-08-10,08:00,SHIP_01,1800,180
S000395,Rostock,Klaipeda,2024-10-20,08:00,SHIP_03,2200,250
S000396,Travemünde,Trelleborg,2025-12-06,06:00,SHIP_02,2000,220
S000397,Trelleborg,Swinoujscie,2025-04-24,08:00,SHIP_02,2000,220
S000398,Travemünde,Klaipeda,2024-09-30,14:00,SHIP_07,1900,200
S000399,Klaipeda,Travemünde,2025-06-10,18:00,SHIP_06,2100,230
S000400,Travemünde,Trelleborg,2024-04-06,06:00,SHIP_03,2200,250
S000401,Travemünde,Klaipeda,2025-06-23,22:00,SHIP_03,2200,250
S000402,Klaipeda,Travemünde,2024-07-27,14:00,SHIP_01,1800,180
S000403,Klaipeda,Travemünde,2024-04-12,22:00,SHIP_04,2400,280
S000404,Klaipeda,Travemünde,2025-04-27,22:00,SHIP_02,2000,220
S000405,Trelleborg,Travemünde,2025-12-21,08:00,SHIP_05,2600,300
S000406,Swinoujscie,Trelleborg,2024-07-18,08:00,SHIP_04,2400,280
S000407,Klaipeda,Travemünde,2025-08-28,22:00,SHIP_05,2600,300
S000408,Rostock,Trelleborg,2024-10-24,08:00,SHIP_01,1800,180
S000409,Rostock,Trelleborg,2025-01-19,08:00,SHIP_03,2200,250
S000410,Klaipeda,Travemünde,2025-08-11,10:00,SHIP_05,2600,300
S000411,Klaipeda,Rostock,2024-04-14,18:00,SHIP_07,1900,200
S000412,Trelleborg,Rostock,2025-05-30,08:00,SHIP_04,2400,280
S000413,Trelleborg,Travemünde,2025-03-05,14:00,SHIP_06,2100,230
S000414,Trelleborg,Rostock,2025-08-18,08:00,SHIP_07,1900,200
S000415,Klaipeda,Travemünde,2024-01-08,18:00,SHIP_05,2600,300
S000416,Trelleborg,Travemünde,2024-10-04,06:00,SHIP_06,2100,230
S000417,Klaipeda,Travemünde,2024-08-01,18:00,SHIP_08,2300,260
S000418,Swinoujscie,Trelleborg,2024-10-28,18:00,SHIP_07,1900,200
S000419,Klaipeda,Rostock,2025-02-14,14:00,SHIP_03,2200,250
S000420,Travemünde,Klaipeda,2025-04-07,08:00,SHIP_06,2100,230
S000421,Trelleborg,Swinoujscie,2024-05-31,22:00,SHIP_07,1900,200
S000422,Rostock,Trelleborg,2024-02-20,22:00,SHIP_01,1800,180
S000423,Rostock,Trelleborg,2025-04-13,06:00,SHIP_03,2200,250
S000424,Klaipeda,Rostock,2024-01-19,18:00,SHIP_02,2000,220
S000425,Travemünde,Klaipeda,2024-06-15,10:00,SHIP_02,2000,220
S000426,Rostock,Trelleborg,2025-04-09,06:00,SHIP_06,2100,230
S000427,Klaipeda,Travemünde,2025-03-31,06:00,SHIP_07,1900,200
S000428,Rostock,Klaipeda,2024-12-09,08:00,SHIP_01,1800,180
S000429,Rostock,Klaipeda,2024-04-08,22:00,SHIP_07,1900,200
S000430,Trelleborg,Travemünde,2025-04-30,10:00,SHIP_02,2000,220
S000431,Klaipeda,Rostock,2025-12-05,18:00,SHIP_06,2100,230
S000432,Rostock,Trelleborg,2025-08-07,18:00,SHIP_06,2100,230
S000433,Trelleborg,Rostock,2024-09-02,08:00,SHIP_08,2300,260
S000434,Swinoujscie,Trelleborg,2025-03-27,06:00,SHIP_05,2600,300
S000435,Trelleborg,Swinoujscie,2025-12-08,08:00,SHIP_06,2100,230
S000436,Travemünde,Trelleborg,2025-11-23,18:00,SHIP_04,2400,280
S000437,Trelleborg,Rostock,2024-01-20,18:00,SHIP_05,2600,300
S000438,Travemünde,Trelleborg,2024-09-08,18:00,SHIP_07,1900,200
S000439,Trelleborg,Swinoujscie,2025-09-17,22:00,SHIP_07,1900,200
S000440,Trelleborg,Travemünde,2024-05-06,18:00,SHIP_01,1800,180
S000441,Travemünde,Klaipeda,2024-06-03,08:00,SHIP_03,2200,250
S000442,Travemünde,Klaipeda,2025-05-06,10:00,SHIP_08,2300,260
S000443,Swinoujscie,Trelleborg,2025-04-24,06:00,SHIP_04,2400,280
S000444,Rostock,Klaipeda,2025-01-18,06:00,SHIP_06,2100,230
S000445,Klaipeda,Travemünde,2024-07-25,10:00,SHIP_02,2000,220
S000446,Rostock,Klaipeda,2024-08-17,10:00,SHIP_07,1900,200
S000447,Klaipeda,Travemünde,2024-08-09,14:00,SHIP_05,2600,300
S000448,Rostock,Trelleborg,2025-11-02,06:00,SHIP_05,2600,300
S000449,Klaipeda,Rostock,2025-05-19,10:00,SHIP_02,2000,220
S000450,Klaipeda,Travemünde,2024-05-02,22:00,SHIP_05,2600,300
S000451,Travemünde,Trelleborg,2025-04-01,14:00,SHIP_01,1800,180
S000452,Trelleborg,Rostock,2025-06-01,08:00,SHIP_01,1800,180
S000453,Rostock,Klaipeda,2024-08-11,08:00,SHIP_04,2400,280
S000454,Rostock,Trelleborg,2024-04-03,08:00,SHIP_01,1800,180
S000455,Rostock,Trelleborg,2024-08-03,14:00,SHIP_04,2400,280
S000456,Rostock,Klaipeda,2024-06-13,10:00,SHIP_01,1800,180
S000457,Klaipeda,Rostock,2025-05-12,22:00,SHIP_01,1800,180
S000458,Klaipeda,Travemünde,2024-04-07,14:00,SHIP_03,2200,250
S000459,Travemünde,Klaipeda,2024-11-13,10:00,SHIP_03,2200,250
S000460,Travemünde,Trelleborg,2025-07-14,06:00,SHIP_06,2100,230
S000461,Travemünde,Trelleborg,2024-05-25,06:00,SHIP_05,2600,300
S000462,Trelleborg,Rostock,2025-10-10,18:00,SHIP_07,1900,200
S000463,Trelleborg,Swinoujscie,2024-07-10,18:00,SHIP_08,2300,260
S000464,Trelleborg,Rostock,2025-02-20,14:00,SHIP_07,1900,200
S000465,Rostock,Trelleborg,2025-02-03,14:00,SHIP_05,2600,300
S000466,Klaipeda,Rostock,2025-09-14,22:00,SHIP_02,2000,220
S000467,Rostock,Trelleborg,2025-08-16,10:00,SHIP_04,2400,280
S000468,Swinoujscie,Trelleborg,2025-08-17,22:00,SHIP_05,2600,300
S000469,Rostock,Klaipeda,2025-01-25,10:00,SHIP_05,2600,300
S000470,Trelleborg,Rostock,2024-12-21,06:00,SHIP_04,2400,280
S000471,Rostock,Klaipeda,2025-02-17,06:00,SHIP_03,2200,250
S000472,Trelleborg,Travemünde,2025-08-12,14:00,SHIP_02,2000,220
S000473,Trelleborg,Travemünde,2025-01-26,10:00,SHIP_02,2000,220
S000474,Swinoujscie,Trelleborg,2025-08-30,18:00,SHIP_04,2400,280
S000475,Swinoujscie,Trelleborg,2025-10-06,14:00,SHIP_02,2000,220
S000476,Travemünde,Trelleborg,2025-06-27,18:00,SHIP_07,1900,200
S000477,Trelleborg,Swinoujscie,2025-11-14,22:00,SHIP_05,2600,300
S000478,Travemünde,Klaipeda,2025-03-07,10:00,SHIP_02,2000,220
S000479,Klaipeda,Travemünde,2025-07-05,18:00,SHIP_08,2300,260
S000480,Trelleborg,Swinoujscie,2025-06-12,22:00,SHIP_04,2400,280
S000481,Klaipeda,Rostock,2024-06-18,14:00,SHIP_07,1900,200
S000482,Travemünde,Klaipeda,2024-01-06,22:00,SHIP_01,1800,180
S000483,Trelleborg,Swinoujscie,2025-04-08,18:00,SHIP_04,2400,280
S000484,Travemünde,Klaipeda,2024-05-20,14:00,SHIP_06,2100,230
S000485,Trelleborg,Swinoujscie,2025-06-23,10:00,SHIP_03,2200,250
S000486,Klaipeda,Travemünde,2024-04-25,18:00,SHIP_02,2000,220
S000487,Trelleborg,Swinoujscie,2024-05-17,18:00,SHIP_07,1900,200
S000488,Travemünde,Klaipeda,2025-05-20,06:00,SHIP_05,2600,300
S000489,Klaipeda,Rostock,2024-11-04,08:00,SHIP_02,2000,220
S000490,Klaipeda,Travemünde,2024-03-24,22:00,SHIP_08,2300,260
S000491,Trelleborg,Rostock,2025-09-25,06:00,SHIP_05,2600,300
S000492,Trelleborg,Swinoujscie,2025-02-21,22:00,SHIP_03,2200,250
S000493,Trelleborg,Swinoujscie,2024-08-20,18:00,SHIP_08,2300,260
S000494,Klaipeda,Travemünde,2025-12-19,14:00,SHIP_02,2000,220
S000495,Rostock,Trelleborg,2025-10-14,22:00,SHIP_07,1900,200
S000496,Trelleborg,Swinoujscie,2024-10-22,14:00,SHIP_08,2300,260
S000497,Swinoujscie,Trelleborg,2024-04-16,18:00,SHIP_01,1800,180
S000498,Rostock,Trelleborg,2025-12-11,08:00,SHIP_04,2400,280
S000499,Trelleborg,Rostock,2024-01-10,14:00,SHIP_03,2200,250
S000500,Rostock,Klaipeda,2024-12-04,06:00,SHIP_05,2600,300
S000501,Swinoujscie,Trelleborg,2024-12-03,18:00,SHIP_05,2600,300
S000502,Swinoujscie,Trelleborg,2025-09-18,10:00,SHIP_02,2000,220
S000503,Klaipeda,Travemünde,2024-07-15,08:00,SHIP_07,1900,200
S000504,Travemünde,Trelleborg,2024-08-14,08:00,SHIP_02,2000,220
S000505,Swinoujscie,Trelleborg,2025-09-11,14:00,SHIP_01,1800,180
S000506,Rostock,Klaipeda,2025-04-08,06:00,SHIP_05,2600,300
S000507,Klaipeda,Rostock,2024-06-12,08:00,SHIP_04,2400,280
S000508,Travemünde,Trelleborg,2025-01-16,08:00,SHIP_03,2200,250
S000509,Travemünde,Trelleborg,2024-06-19,14:00,SHIP_05,2600,300
S000510,Travemünde,Trelleborg,2025-12-12,06:00,SHIP_05,2600,300
S000511,Trelleborg,Travemünde,2024-10-29,14:00,SHIP_08,2300,260
S000512,Trelleborg,Swinoujscie,2024-09-14,22:00,SHIP_05,2600,300
S000513,Travemünde,Trelleborg,2025-05-26,18:00,SHIP_06,2100,230
S000514,Klaipeda,Travemünde,2025-10-12,22:00,SHIP_02,2000,220
S000515,Trelleborg,Swinoujscie,2025-01-21,06:00,SHIP_03,2200,250
S000516,Trelleborg,Rostock,2024-07-22,08:00,SHIP_03,2200,250
S000517,Trelleborg,Swinoujscie,2024-09-16,10:00,SHIP_06,2100,230
S000518,Rostock,Trelleborg,2025-01-13,10:00,SHIP_07,1900,200
S000519,Swinoujscie,Trelleborg,2025-10-03,14:00,SHIP_05,2600,300
S000520,Trelleborg,Rostock,2024-09-19,14:00,SHIP_04,2400,280
S000521,Rostock,Trelleborg,2024-11-26,14:00,SHIP_07,1900,200
S000522,Trelleborg,Rostock,2024-12-28,06:00,SHIP_02,2000,220
S000523,Trelleborg,Rostock,2025-12-12,06:00,SHIP_05,2600,300
S000524,Trelleborg,Travemünde,2024-10-24,08:00,SHIP_02,2000,220
S000525,Trelleborg,Swinoujscie,2025-05-16,06:00,SHIP_05,2600,300
S000526,Travemünde,Klaipeda,2024-12-08,18:00,SHIP_04,2400,280
S000527,Trelleborg,Travemünde,2025-07-02,22:00,SHIP_02,2000,220
S000528,Trelleborg,Rostock,2024-07-26,22:00,SHIP_07,1900,200
S000529,Swinoujscie,Trelleborg,2024-03-19,08:00,SHIP_04,2400,280
S000530,Rostock,Trelleborg,2025-12-18,06:00,SHIP_04,2400,280
S000531,Trelleborg,Swinoujscie,2025-08-05,10:00,SHIP_07,1900,200
S000532,Rostock,Trelleborg,2025-03-07,14:00,SHIP_05,2600,300
S000533,Rostock,Trelleborg,2025-12-15,08:00,SHIP_04,2400,280
S000534,Klaipeda,Rostock,2024-03-29,18:00,SHIP_05,2600,300
S000535,Rostock,Trelleborg,2025-11-03,10:00,SHIP_01,1800,180
S000536,Travemünde,Trelleborg,2025-06-24,18:00,SHIP_01,1800,180
S000537,Travemünde,Klaipeda,2024-07-10,18:00,SHIP_07,1900,200
S000538,Klaipeda,Rostock,2025-07-22,08:00,SHIP_07,1900,200
S000539,Travemünde,Klaipeda,2025-04-12,08:00,SHIP_02,2000,220
S000540,Rostock,Klaipeda,2024-02-21,08:00,SHIP_08,2300,260
S000541,Travemünde,Klaipeda,2025-07-10,10:00,SHIP_02,2000,220
S000542,Travemünde,Klaipeda,2024-05-22,06:00,SHIP_02,2000,220
S000543,Klaipeda,Travemünde,2024-12-22,08:00,SHIP_02,2000,220
S000544,Swinoujscie,Trelleborg,2025-01-07,22:00,SHIP_01,1800,180
S000545,Trelleborg,Rostock,2024-02-11,10:00,SHIP_05,2600,300
S000546,Travemünde,Klaipeda,2025-05-22,14:00,SHIP_02,2000,220
S000547,Travemünde,Trelleborg,2024-09-10,22:00,SHIP_06,2100,230
S000548,Klaipeda,Rostock,2025-03-12,06:00,SHIP_01,1800,180
S000549,Rostock,Klaipeda,2024-04-19,14:00,SHIP_05,2600,300
S000550,Trelleborg,Swinoujscie,2025-04-07,10:00,SHIP_04,2400,280
S000551,Rostock,Trelleborg,2024-11-11,08:00,SHIP_04,2400,280
S000552,Trelleborg,Travemünde,2024-05-12,22:00,SHIP_05,2600,300
S000553,Travemünde,Klaipeda,2025-09-15,22:00,SHIP_08,2300,260
S000554,Klaipeda,Travemünde,2025-04-08,18:00,SHIP_08,2300,260
S000555,Swinoujscie,Trelleborg,2024-06-04,14:00,SHIP_03,2200,250
S000556,Travemünde,Trelleborg,2025-01-22,08:00,SHIP_08,2300,260
S000557,Trelleborg,Travemünde,2024-05-02,18:00,SHIP_06,2100,230
S000558,Swinoujscie,Trelleborg,2025-12-31,22:00,SHIP_02,2000,220
S000559,Swinoujscie,Trelleborg,2025-08-14,06:00,SHIP_08,2300,260
S000560,Rostock,Trelleborg,2025-04-08,08:00,SHIP_08,2300,260
S000561,Trelleborg,Travemünde,2025-02-08,08:00,SHIP_08,2300,260
S000562,Trelleborg,Rostock,2024-04-05,08:00,SHIP_05,2600,300
S000563,Travemünde,Trelleborg,2024-08-10,14:00,SHIP_05,2600,300
S000564,Travemünde,Klaipeda,2025-07-02,14:00,SHIP_05,2600,300
S000565,Klaipeda,Travemünde,2024-12-18,22:00,SHIP_08,2300,260
S000566,Travemünde,Trelleborg,2024-01-31,14:00,SHIP_03,2200,250
S000567,Swinoujscie,Trelleborg,2025-08-15,10:00,SHIP_06,2100,230
S000568,Trelleborg,Swinoujscie,2025-12-26,10:00,SHIP_01,1800,180
S000569,Klaipeda,Travemünde,2024-08-09,22:00,SHIP_01,1800,180
S000570,Rostock,Trelleborg,2025-04-19,14:00,SHIP_05,2600,300
S000571,Travemünde,Klaipeda,2025-08-16,18:00,SHIP_08,2300,260
S000572,Rostock,Klaipeda,2025-04-15,06:00,SHIP_04,2400,280
S000573,Travemünde,Klaipeda,2025-12-01,10:00,SHIP_01,1800,180
S000574,Klaipeda,Rostock,2025-06-23,08:00,SHIP_08,2300,260
S000575,Trelleborg,Swinoujscie,2025-06-21,18:00,SHIP_08,2300,260
S000576,Klaipeda,Rostock,2025-12-22,08:00,SHIP_07,1900,200
S000577,Travemünde,Klaipeda,2024-03-20,14:00,SHIP_01,1800,180
S000578,Klaipeda,Rostock,2025-09-12,10:00,SHIP_04,2400,280
S000579,Rostock,Trelleborg,2025-11-09,10:00,SHIP_02,2000,220
S000580,Trelleborg,Swinoujscie,2024-06-18,22:00,SHIP_06,2100,230
S000581,Swinoujscie,Trelleborg,2024-01-25,10:00,SHIP_07,1900,200
S000582,Rostock,Trelleborg,2025-07-03,22:00,SHIP_05,2600,300
S000583,Rostock,Klaipeda,2025-05-14,14:00,SHIP_02,2000,220
S000584,Travemünde,Klaipeda,2025-05-22,22:00,SHIP_06,2100,230
S000585,Rostock,Trelleborg,2025-06-02,18:00,SHIP_04,2400,280
S000586,Klaipeda,Rostock,2025-05-25,22:00,SHIP_02,2000,220
S000587,Rostock,Klaipeda,2025-10-08,14:00,SHIP_05,2600,300
S000588,Trelleborg,Swinoujscie,2025-11-06,22:00,SHIP_01,1800,180
S000589,Klaipeda,Rostock,2025-11-20,08:00,SHIP_06,2100,230
S000590,Travemünde,Klaipeda,2024-08-01,14:00,SHIP_02,2000,220
S000591,Rostock,Klaipeda,2025-05-23,06:00,SHIP_03,2200,250
S000592,Trelleborg,Swinoujscie,2025-08-24,06:00,SHIP_04,2400,280
S000593,Rostock,Klaipeda,2024-03-02,18:00,SHIP_04,2400,280
S000594,Klaipeda,Travemünde,2024-01-06,22:00,SHIP_04,2400,280
S000595,Trelleborg,Rostock,2024-03-21,22:00,SHIP_01,1800,180
S000596,Travemünde,Klaipeda,2024-05-19,18:00,SHIP_05,2600,300
S000597,Swinoujscie,Trelleborg,2025-11-09,10:00,SHIP_08,2300,260
S000598,Travemünde,Klaipeda,2024-08-28,18:00,SHIP_06,2100,230
S000599,Travemünde,Klaipeda,2024-07-11,18:00,SHIP_05,2600,300
S000600,Travemünde,Klaipeda,2024-08-05,18:00,SHIP_01,1800,180
S000601,Klaipeda,Rostock,2024-06-29,10:00,SHIP_08,2300,260
S000602,Travemünde,Trelleborg,2024-02-05,18:00,SHIP_03,2200,250
S000603,Klaipeda,Rostock,2024-02-22,22:00,SHIP_05,2600,300
S000604,Travemünde,Klaipeda,2024-09-23,14:00,SHIP_05,2600,300
S000605,Trelleborg,Swinoujscie,2025-03-05,22:00,SHIP_06,2100,230
S000606,Klaipeda,Rostock,2025-09-14,10:00,SHIP_08,2300,260
S000607,Trelleborg,Swinoujscie,2024-02-07,22:00,SHIP_08,2300,260
S000608,Swinoujscie,Trelleborg,2025-10-04,06:00,SHIP_01,1800,180
S000609,Swinoujscie,Trelleborg,2025-11-22,14:00,SHIP_05,2600,300
S000610,Rostock,Klaipeda,2025-08-03,18:00,SHIP_08,2300,260
S000611,Trelleborg,Rostock,2024-06-12,10:00,SHIP_03,2200,250
S000612,Trelleborg,Rostock,2024-06-02,18:00,SHIP_08,2300,260
S000613,Travemünde,Trelleborg,2025-12-20,10:00,SHIP_05,2600,300
S000614,Trelleborg,Travemünde,2024-11-18,08:00,SHIP_04,2400,280
S000615,Travemünde,Klaipeda,2024-12-19,18:00,SHIP_03,2200,250
S000616,Rostock,Klaipeda,2024-04-29,10:00,SHIP_08,2300,260
S000617,Rostock,Trelleborg,2025-01-04,14:00,SHIP_07,1900,200
S000618,Trelleborg,Travemünde,2025-09-29,22:00,SHIP_08,2300,260
S000619,Travemünde,Klaipeda,2025-07-05,08:00,SHIP_04,2400,280
S000620,Travemünde,Trelleborg,2025-07-02,22:00,SHIP_06,2100,230
S000621,Rostock,Klaipeda,2024-01-19,10:00,SHIP_02,2000,220
S000622,Travemünde,Klaipeda,2025-06-23,06:00,SHIP_01,1800,180
S000623,Rostock,Klaipeda,2025-03-18,06:00,SHIP_06,2100,230
S000624,Rostock,Klaipeda,2024-01-06,22:00,SHIP_08,2300,260
S000625,Klaipeda,Rostock,2024-06-18,18:00,SHIP_05,2600,300
S000626,Travemünde,Klaipeda,2025-03-24,08:00,SHIP_04,2400,280
S000627,Rostock,Klaipeda,2025-01-23,10:00,SHIP_06,2100,230
S000628,Trelleborg,Travemünde,2024-02-21,18:00,SHIP_05,2600,300
S000629,Swinoujscie,Trelleborg,2025-01-08,22:00,SHIP_07,1900,200
S000630,Travemünde,Trelleborg,2025-08-11,06:00,SHIP_05,2600,300
S000631,Trelleborg,Swinoujscie,2025-05-17,10:00,SHIP_05,2600,300
S000632,Rostock,Klaipeda,2024-12-14,14:00,SHIP_04,2400,280
S000633,Trelleborg,Swinoujscie,2025-08-15,22:00,SHIP_01,1800,180
S000634,Travemünde,Klaipeda,2025-04-15,08:00,SHIP_06,2100,230
S000635,Rostock,Trelleborg,2025-10-05,10:00,SHIP_01,1800,180
S000636,Trelleborg,Travemünde,2025-09-14,18:00,SHIP_03,2200,250
S000637,Trelleborg,Travemünde,2025-10-22,14:00,SHIP_01,1800,180
S000638,Travemünde,Klaipeda,2024-02-27,14:00,SHIP_08,2300,260
S000639,Trelleborg,Travemünde,2024-09-03,08:00,SHIP_03,2200,250
S000640,Rostock,Klaipeda,2024-01-31,22:00,SHIP_06,2100,230
S000641,Rostock,Trelleborg,2024-12-13,08:00,SHIP_08,2300,260
S000642,Klaipeda,Travemünde,2025-09-05,10:00,SHIP_02,2000,220
S000643,Klaipeda,Rostock,2024-08-06,08:00,SHIP_04,2400,280
S000644,Travemünde,Trelleborg,2025-01-03,06:00,SHIP_01,1800,180
S000645,Rostock,Klaipeda,2025-06-07,10:00,SHIP_03,2200,250
S000646,Trelleborg,Swinoujscie,2025-05-10,06:00,SHIP_04,2400,280
S000647,Rostock,Klaipeda,2024-02-18,14:00,SHIP_06,2100,230
S000648,Swinoujscie,Trelleborg,2025-09-26,18:00,SHIP_05,2600,300
S000649,Rostock,Klaipeda,2025-08-04,22:00,SHIP_02,2000,220
S000650,Trelleborg,Rostock,2024-04-01,10:00,SHIP_03,2200,250
S000651,Klaipeda,Rostock,2024-11-16,08:00,SHIP_04,2400,280
S000652,Travemünde,Trelleborg,2025-12-02,18:00,SHIP_08,2300,260
S000653,Trelleborg,Rostock,2024-03-15,22:00,SHIP_02,2000,220
S000654,Klaipeda,Travemünde,2025-11-18,14:00,SHIP_06,2100,230
S000655,Trelleborg,Swinoujscie,2024-10-27,10:00,SHIP_03,2200,250
S000656,Rostock,Trelleborg,2024-01-12,22:00,SHIP_08,2300,260
S000657,Klaipeda,Rostock,2024-08-05,18:00,SHIP_05,2600,300
S000658,Trelleborg,Travemünde,2025-05-07,08:00,SHIP_06,2100,230
S000659,Travemünde,Klaipeda,2024-06-08,22:00,SHIP_08,2300,260
S000660,Travemünde,Klaipeda,2024-03-03,14:00,SHIP_05,2600,300
S000661,Rostock,Trelleborg,2025-10-30,18:00,SHIP_01,1800,180
S000662,Rostock,Klaipeda,2024-04-16,22:00,SHIP_07,1900,200
S000663,Rostock,Trelleborg,2025-12-06,22:00,SHIP_03,2200,250
S000664,Trelleborg,Rostock,2024-03-09,14:00,SHIP_03,2200,250
S000665,Rostock,Trelleborg,2024-03-27,10:00,SHIP_05,2600,300
S000666,Rostock,Trelleborg,2024-02-10,06:00,SHIP_04,2400,280
S000667,Rostock,Klaipeda,2024-05-27,18:00,SHIP_02,2000,220
S000668,Trelleborg,Travemünde,2025-02-02,10:00,SHIP_06,2100,230
S000669,Trelleborg,Swinoujscie,2025-02-10,06:00,SHIP_03,2200,250
S000670,Rostock,Klaipeda,2024-03-26,14:00,SHIP_07,1900,200
S000671,Rostock,Klaipeda,2025-04-29,14:00,SHIP_01,1800,180
S000672,Travemünde,Klaipeda,2025-11-17,22:00,SHIP_08,2300,260
S000673,Swinoujscie,Trelleborg,2024-02-01,08:00,SHIP_05,2600,300
S000674,Travemünde,Trelleborg,2025-11-18,08:00,SHIP_05,2600,300
S000675,Swinoujscie,Trelleborg,2024-05-13,08:00,SHIP_01,1800,180
S000676,Rostock,Klaipeda,2025-07-26,22:00,SHIP_08,2300,260
S000677,Trelleborg,Rostock,2025-01-05,08:00,SHIP_07,1900,200
S000678,Travemünde,Trelleborg,2025-12-07,06:00,SHIP_08,2300,260
S000679,Trelleborg,Swinoujscie,2025-02-18,08:00,SHIP_01,1800,180
S000680,Trelleborg,Swinoujscie,2025-10-18,22:00,SHIP_07,1900,200
S000681,Swinoujscie,Trelleborg,2024-08-22,06:00,SHIP_05,2600,300
S000682,Swinoujscie,Trelleborg,2024-12-20,22:00,SHIP_03,2200,250
S000683,Klaipeda,Travemünde,2025-10-05,06:00,SHIP_02,2000,220
S000684,Trelleborg,Rostock,2025-02-06,06:00,SHIP_02,2000,220
S000685,Travemünde,Klaipeda,2024-12-03,22:00,SHIP_07,1900,200
S000686,Trelleborg,Rostock,2024-10-13,08:00,SHIP_08,2300,260
S000687,Rostock,Klaipeda,2025-04-12,10:00,SHIP_04,2400,280
S000688,Rostock,Klaipeda,2025-04-30,08:00,SHIP_03,2200,250
S000689,Klaipeda,Travemünde,2024-05-30,22:00,SHIP_06,2100,230
S000690,Rostock,Klaipeda,2025-05-02,06:00,SHIP_07,1900,200
S000691,Trelleborg,Rostock,2024-04-16,08:00,SHIP_08,2300,260
S000692,Travemünde,Trelleborg,2025-07-01,10:00,SHIP_04,2400,280
S000693,Klaipeda,Travemünde,2025-01-26,14:00,SHIP_07,1900,200
S000694,Travemünde,Trelleborg,2024-04-12,10:00,SHIP_05,2600,300
S000695,Travemünde,Klaipeda,2024-10-06,08:00,SHIP_06,2100,230
