Departure_Port,Arrival_Port,Sail_Date,Sail_Time,Ship_Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category
Travemünde,Klaipeda,2025-02-15,22:00,SHIP_01,138,90,31,7,6,4,1966.2,1244.6,154,108,1800,180,0.2246376811594203,0.6914444444444444,1.0923333333333334,True,166.20000000000005,555.4000000000001,Overbooked
Klaipeda,Rostock,2025-01-22,06:00,SHIP_02,162,104,45,2,7,4,2184.6,1378.6,185,125,2000,220,0.2777777777777778,0.6892999999999999,1.0923,True,184.5999999999999,621.4000000000001,Overbooked
Travemünde,Trelleborg,2025-06-23,18:00,SHIP_04,171,108,47,5,6,5,2402.2,1518.9,204,137,2200,250,0.2748538011695906,0.690409090909091,1.0919090909090907,True,202.19999999999985,681.0999999999999,Overbooked
Travemünde,Trelleborg,2025-03-01,14:00,SHIP_03,168,95,51,7,13,2,2292.7,1230.6,191,119,2100,230,0.3035714285714285,0.586,1.0917619047619047,True,192.69999999999985,869.4000000000001,Overbooked
Trelleborg,Travemünde,2025-12-20,14:00,SHIP_03,160,92,47,7,7,7,2291.9,1282.9,175,108,2100,230,0.29375,0.610904761904762,1.0913809523809523,True,191.9000000000001,817.0999999999999,Overbooked
Rostock,Klaipeda,2025-02-24,22:00,SHIP_03,158,89,47,5,12,5,2291.8,1266.3,178,115,2100,230,0.2974683544303797,0.603,1.0913333333333337,True,191.80000000000015,833.7,Overbooked
Travemünde,Klaipeda,2025-08-19,22:00,SHIP_04,178,110,39,6,16,7,2400.6,1393.5,216,154,2200,250,0.2191011235955056,0.6334090909090909,1.091181818181818,True,200.5999999999999,806.5,Overbooked
Trelleborg,Swinoujscie,2024-03-15,06:00,SHIP_05,184,110,49,5,13,7,2618.8,1547.3,209,142,2400,280,0.266304347826087,0.6447083333333333,1.0911666666666668,True,218.80000000000015,852.7,Overbooked
Rostock,Klaipeda,2024-01-05,06:00,SHIP_03,159,104,36,7,8,4,2291.2,1480.5,188,131,2100,230,0.2264150943396226,0.705,1.091047619047619,True,191.19999999999985,619.5,Overbooked
Rostock,Trelleborg,2025-05-14,10:00,SHIP_01,137,82,30,4,13,8,1963.5,1160.6,158,111,1800,180,0.218978102189781,0.6447777777777777,1.090833333333333,True,163.5,639.4000000000001,Overbooked
Trelleborg,Travemünde,2025-01-23,08:00,SHIP_05,192,120,46,10,6,10,2617.9,1578.9,224,141,2400,280,0.2395833333333333,0.657875,1.0907916666666666,True,217.9000000000001,821.0999999999999,Overbooked
Klaipeda,Travemünde,2024-09-17,14:00,SHIP_04,177,115,37,8,10,7,2399.2,1500.3,203,142,2200,250,0.2090395480225988,0.6819545454545455,1.0905454545454545,True,199.19999999999985,699.7,Overbooked
Rostock,Klaipeda,2024-06-14,14:00,SHIP_01,134,78,35,7,10,4,1962.8,1110.1,157,105,1800,180,0.2611940298507462,0.6167222222222222,1.0904444444444443,True,162.79999999999995,689.9000000000001,Overbooked
Klaipeda,Travemünde,2024-03-25,08:00,SHIP_01,140,90,33,6,6,5,1962.6,1270.5,162,110,1800,180,0.2357142857142857,0.7058333333333333,1.0903333333333334,True,162.5999999999999,529.5,Overbooked
Trelleborg,Travemünde,2025-07-19,10:00,SHIP_03,162,91,47,7,11,6,2289.3,1261.2,182,115,2100,230,0.2901234567901234,0.6005714285714286,1.0901428571428573,True,189.30000000000015,838.8,Overbooked
Swinoujscie,Trelleborg,2024-04-10,22:00,SHIP_02,156,94,43,5,11,3,2180.1,1280.8,182,123,2000,220,0.2756410256410256,0.6404,1.09005,True,180.0999999999999,719.2,Overbooked
Swinoujscie,Trelleborg,2024-11-25,18:00,SHIP_04,169,103,47,6,7,6,2398.1,1402.8,194,125,2200,250,0.2781065088757396,0.6376363636363637,1.0900454545454543,True,198.0999999999999,797.2,Overbooked
Trelleborg,Swinoujscie,2024-07-14,18:00,SHIP_03,159,94,41,5,13,6,2289.0,1304.1,187,126,2100,230,0.2578616352201258,0.621,1.09,True,189.0,795.9000000000001,Overbooked
Trelleborg,Swinoujscie,2025-04-18,10:00,SHIP_04,170,90,57,11,9,3,2397.9,1266.9,199,120,2200,250,0.3352941176470588,0.5758636363636364,1.0899545454545454,True,197.9000000000001,933.1,Overbooked
Klaipeda,Travemünde,2025-03-18,06:00,SHIP_03,167,103,47,7,8,2,2288.8,1344.1,191,128,2100,230,0.281437125748503,0.640047619047619,1.089904761904762,True,188.80000000000015,755.9000000000001,Overbooked
Swinoujscie,Trelleborg,2024-02-07,10:00,SHIP_03,157,95,43,6,11,2,2288.4,1351.9,181,122,2100,230,0.2738853503184713,0.6437619047619048,1.089714285714286,True,188.4000000000001,748.0999999999999,Overbooked
Travemünde,Klaipeda,2024-05-20,08:00,SHIP_02,156,99,43,4,8,2,2179.4,1315.4,184,124,2000,220,0.2756410256410256,0.6577000000000001,1.0897,True,179.4000000000001,684.5999999999999,Overbooked
Travemünde,Trelleborg,2024-04-12,14:00,SHIP_03,163,96,38,4,16,9,2288.1,1297.5,191,133,2100,230,0.2331288343558282,0.6178571428571429,1.0895714285714286,True,188.0999999999999,802.5,Overbooked
Trelleborg,Travemünde,2024-05-08,06:00,SHIP_02,151,95,43,6,4,3,2178.7,1329.7,180,118,2000,220,0.2847682119205298,0.66485,1.0893499999999998,True,178.69999999999982,670.3,Overbooked
Travemünde,Trelleborg,2024-10-23,22:00,SHIP_02,155,94,38,7,12,4,2177.8,1268.5,176,119,2000,220,0.2451612903225806,0.63425,1.0889000000000002,True,177.80000000000018,731.5,Overbooked
Travemünde,Klaipeda,2024-05-30,08:00,SHIP_03,166,102,43,8,6,7,2286.4,1423.3,191,126,2100,230,0.2590361445783132,0.6777619047619048,1.0887619047619048,True,186.4000000000001,676.7,Overbooked
Swinoujscie,Trelleborg,2024-01-04,18:00,SHIP_02,156,106,34,7,5,4,2177.4,1440.8,183,127,2000,220,0.2179487179487179,0.7203999999999999,1.0887,True,177.4000000000001,559.2,Overbooked
Klaipeda,Rostock,2024-02-02,08:00,SHIP_04,172,96,46,9,16,5,2395.1,1347.6,202,134,2200,250,0.2674418604651162,0.6125454545454545,1.088681818181818,True,195.0999999999999,852.4000000000001,Overbooked
Rostock,Klaipeda,2024-05-11,14:00,SHIP_03,165,101,44,9,8,3,2285.1,1361.8,193,126,2100,230,0.2666666666666666,0.6484761904761904,1.088142857142857,True,185.0999999999999,738.2,Overbooked
Klaipeda,Travemünde,2025-03-30,10:00,SHIP_03,170,110,40,4,12,4,2284.8,1471.4,204,148,2100,230,0.2352941176470588,0.7006666666666667,1.088,True,184.80000000000015,628.5999999999999,Overbooked
Trelleborg,Rostock,2024-11-08,18:00,SHIP_03,166,106,40,7,9,4,2284.2,1382.0,200,138,2100,230,0.2409638554216867,0.6580952380952381,1.0877142857142856,True,184.19999999999985,718.0,Overbooked
Travemünde,Klaipeda,2025-12-12,18:00,SHIP_03,157,98,38,7,10,4,2284.1,1356.9,179,123,2100,230,0.2420382165605095,0.6461428571428572,1.0876666666666666,True,184.0999999999999,743.0999999999999,Overbooked
Swinoujscie,Trelleborg,2025-12-25,10:00,SHIP_02,159,100,45,5,6,3,2175.3,1294.6,174,114,2000,220,0.2830188679245283,0.6473,1.08765,True,175.30000000000018,705.4000000000001,Overbooked
Rostock,Trelleborg,2025-09-20,18:00,SHIP_02,156,91,39,8,13,5,2175.1,1240.4,188,126,2000,220,0.25,0.6202000000000001,1.08755,True,175.0999999999999,759.5999999999999,Overbooked
Travemünde,Klaipeda,2024-01-16,08:00,SHIP_02,159,104,36,7,7,5,2174.7,1388.6,184,132,2000,220,0.2264150943396226,0.6942999999999999,1.0873499999999998,True,174.69999999999982,611.4000000000001,Overbooked
Klaipeda,Travemünde,2024-04-10,10:00,SHIP_04,172,107,46,6,10,3,2392.0,1477.4,201,136,2200,250,0.2674418604651162,0.6715454545454546,1.0872727272727272,True,192.0,722.5999999999999,Overbooked
Rostock,Trelleborg,2025-01-26,18:00,SHIP_05,183,115,49,7,7,5,2609.0,1617.8,211,140,2400,280,0.2677595628415301,0.6740833333333334,1.0870833333333334,True,209.0,782.2,Overbooked
Travemünde,Klaipeda,2024-06-01,18:00,SHIP_01,138,75,45,5,6,7,1956.5,1059.8,165,100,1800,180,0.3260869565217391,0.5887777777777777,1.0869444444444445,True,156.5,740.2,Overbooked
Rostock,Klaipeda,2024-09-22,22:00,SHIP_02,153,92,38,4,12,7,2173.7,1295.3,176,124,2000,220,0.2483660130718954,0.64765,1.08685,True,173.69999999999982,704.7,Overbooked
Trelleborg,Rostock,2024-04-08,10:00,SHIP_02,154,93,43,5,7,6,2173.6,1292.3,172,114,2000,220,0.2792207792207792,0.64615,1.0868,True,173.5999999999999,707.7,Overbooked
Rostock,Trelleborg,2025-08-19,18:00,SHIP_01,143,93,34,5,8,3,1956.1,1238.6,159,113,1800,180,0.2377622377622377,0.688111111111111,1.086722222222222,True,156.0999999999999,561.4000000000001,Overbooked
Travemünde,Klaipeda,2024-03-22,18:00,SHIP_02,165,106,42,6,7,4,2173.3,1386.2,190,129,2000,220,0.2545454545454545,0.6931,1.08665,True,173.30000000000018,613.8,Overbooked
Klaipeda,Rostock,2024-09-25,06:00,SHIP_01,141,81,40,7,6,7,1955.8,1113.0,158,96,1800,180,0.2836879432624113,0.6183333333333333,1.0865555555555555,True,155.79999999999995,687.0,Overbooked
Swinoujscie,Trelleborg,2024-09-12,18:00,SHIP_01,141,84,43,4,5,5,1955.1,1169.9,152,93,1800,180,0.3049645390070922,0.6499444444444445,1.0861666666666667,True,155.0999999999999,630.0999999999999,Overbooked
Klaipeda,Rostock,2024-03-16,14:00,SHIP_03,169,101,48,6,8,6,2280.8,1311.0,193,129,2100,230,0.2840236686390532,0.6242857142857143,1.0860952380952382,True,180.80000000000015,789.0,Overbooked
Trelleborg,Rostock,2025-03-06,08:00,SHIP_03,159,99,37,7,11,5,2280.8,1381.5,180,126,2100,230,0.2327044025157232,0.6578571428571428,1.0860952380952382,True,180.80000000000015,718.5,Overbooked
Klaipeda,Travemünde,2025-08-08,18:00,SHIP_01,133,86,29,5,10,3,1954.9,1235.5,162,117,1800,180,0.2180451127819548,0.6863888888888889,1.0860555555555556,True,154.9000000000001,564.5,Overbooked
Trelleborg,Travemünde,2025-08-23,18:00,SHIP_01,143,95,35,5,6,2,1954.6,1269.3,161,116,1800,180,0.2447552447552447,0.7051666666666666,1.085888888888889,True,154.5999999999999,530.7,Overbooked
Rostock,Trelleborg,2024-03-24,10:00,SHIP_02,149,94,37,8,5,5,2171.6,1323.7,172,110,2000,220,0.2483221476510067,0.66185,1.0858,True,171.5999999999999,676.3,Overbooked
Klaipeda,Travemünde,2024-03-20,08:00,SHIP_02,159,95,40,6,10,8,2171.4,1266.6,179,118,2000,220,0.2515723270440251,0.6333,1.0857,True,171.4000000000001,733.4000000000001,Overbooked
Rostock,Klaipeda,2025-06-24,22:00,SHIP_02,151,86,44,7,9,5,2170.7,1195.6,164,101,2000,220,0.2913907284768212,0.5978,1.0853499999999998,True,170.69999999999982,804.4000000000001,Overbooked
Travemünde,Trelleborg,2025-12-25,14:00,SHIP_04,172,111,39,8,10,4,2387.7,1497.8,201,141,2200,250,0.2267441860465116,0.6808181818181818,1.0853181818181816,True,187.69999999999985,702.2,Overbooked
Swinoujscie,Trelleborg,2024-07-28,10:00,SHIP_05,188,114,45,6,19,4,2604.5,1497.4,210,146,2400,280,0.2393617021276596,0.6239166666666667,1.085208333333333,True,204.5,902.6,Overbooked
Klaipeda,Travemünde,2025-10-10,18:00,SHIP_02,156,93,43,5,8,7,2170.0,1271.4,181,118,2000,220,0.2756410256410256,0.6357,1.085,True,170.0,728.5999999999999,Overbooked
Klaipeda,Travemünde,2025-10-20,22:00,SHIP_04,167,94,46,6,12,9,2386.8,1355.8,198,125,2200,250,0.2754491017964072,0.6162727272727273,1.084909090909091,True,186.80000000000015,844.2,Overbooked
Trelleborg,Swinoujscie,2024-01-22,08:00,SHIP_03,155,90,44,5,7,9,2277.3,1298.0,178,109,2100,230,0.2838709677419355,0.6180952380952381,1.0844285714285715,True,177.30000000000018,802.0,Overbooked
Travemünde,Klaipeda,2025-10-17,06:00,SHIP_05,184,106,61,7,8,2,2602.4,1443.7,215,137,2400,280,0.3315217391304347,0.6015416666666666,1.0843333333333334,True,202.4000000000001,956.3,Overbooked
Travemünde,Trelleborg,2024-08-20,10:00,SHIP_05,191,119,50,5,14,3,2602.0,1570.8,207,145,2400,280,0.2617801047120419,0.6545,1.0841666666666667,True,202.0,829.2,Overbooked
Klaipeda,Travemünde,2025-10-11,14:00,SHIP_04,171,117,36,5,5,8,2385.0,1630.5,203,145,2200,250,0.2105263157894736,0.7411363636363636,1.084090909090909,True,185.0,569.5,Overbooked
Swinoujscie,Trelleborg,2024-01-19,08:00,SHIP_05,187,95,62,5,18,7,2601.8,1268.5,218,133,2400,280,0.3315508021390374,0.5285416666666667,1.0840833333333335,True,201.80000000000015,1131.5,Overbooked
Trelleborg,Swinoujscie,2025-03-13,08:00,SHIP_02,151,96,34,7,8,6,2167.8,1321.8,177,122,2000,220,0.2251655629139073,0.6608999999999999,1.0839,True,167.80000000000018,678.2,Overbooked
Rostock,Trelleborg,2025-07-13,22:00,SHIP_05,185,113,43,13,9,7,2601.2,1558.0,222,150,2400,280,0.2324324324324324,0.6491666666666667,1.0838333333333332,True,201.19999999999985,842.0,Overbooked
Klaipeda,Travemünde,2025-04-13,22:00,SHIP_02,158,92,44,9,7,6,2167.6,1266.3,178,112,2000,220,0.2784810126582278,0.63315,1.0838,True,167.5999999999999,733.7,Overbooked
Swinoujscie,Trelleborg,2025-02-02,18:00,SHIP_02,154,97,38,5,8,6,2167.6,1307.1,176,120,2000,220,0.2467532467532467,0.65355,1.0838,True,167.5999999999999,692.9000000000001,Overbooked
Trelleborg,Rostock,2024-06-17,18:00,SHIP_04,171,97,54,1,13,6,2384.1,1268.3,192,122,2200,250,0.3157894736842105,0.5765,1.0836818181818182,True,184.0999999999999,931.7,Overbooked
Trelleborg,Rostock,2025-11-07,08:00,SHIP_05,180,112,49,2,12,5,2600.4,1601.8,213,145,2400,280,0.2722222222222222,0.6674166666666667,1.0835,True,200.4000000000001,798.2,Overbooked
Rostock,Trelleborg,2024-01-02,14:00,SHIP_03,167,100,43,11,8,5,2275.3,1378.0,191,121,2100,230,0.2574850299401197,0.6561904761904762,1.0834761904761905,True,175.30000000000018,722.0,Overbooked
Klaipeda,Rostock,2025-04-23,18:00,SHIP_02,152,89,44,8,8,3,2166.7,1236.5,173,113,2000,220,0.2894736842105263,0.61825,1.0833499999999998,True,166.69999999999982,763.5,Overbooked
Trelleborg,Travemünde,2025-12-15,08:00,SHIP_05,186,114,49,7,10,6,2599.7,1557.3,206,140,2400,280,0.2634408602150537,0.648875,1.083208333333333,True,199.69999999999985,842.7,Overbooked
Travemünde,Trelleborg,2024-09-18,22:00,SHIP_01,144,74,48,9,10,3,1949.3,981.6,171,97,1800,180,0.3333333333333333,0.5453333333333333,1.0829444444444445,True,149.29999999999995,818.4,Overbooked
Trelleborg,Rostock,2024-05-27,22:00,SHIP_01,137,94,30,8,4,1,1949.3,1302.6,170,121,1800,180,0.218978102189781,0.7236666666666666,1.0829444444444445,True,149.29999999999995,497.4000000000001,Overbooked
Trelleborg,Rostock,2024-01-19,10:00,SHIP_04,168,102,50,4,10,2,2382.4,1362.5,196,127,2200,250,0.2976190476190476,0.6193181818181818,1.082909090909091,True,182.4000000000001,837.5,Overbooked
Rostock,Klaipeda,2024-06-10,22:00,SHIP_01,144,88,37,3,10,6,1949.0,1125.5,167,114,1800,180,0.2569444444444444,0.6252777777777778,1.0827777777777778,True,149.0,674.5,Overbooked
Travemünde,Klaipeda,2025-05-22,14:00,SHIP_05,189,123,42,9,11,4,2598.6,1645.3,209,151,2400,280,0.2222222222222222,0.6855416666666666,1.08275,True,198.5999999999999,754.7,Overbooked
Trelleborg,Rostock,2025-08-17,14:00,SHIP_02,160,98,37,8,11,6,2164.9,1308.7,194,128,2000,220,0.23125,0.65435,1.08245,True,164.9000000000001,691.3,Overbooked
Swinoujscie,Trelleborg,2025-04-30,18:00,SHIP_02,155,85,47,7,9,7,2164.6,1156.8,178,106,2000,220,0.3032258064516129,0.5784,1.0823,True,164.5999999999999,843.2,Overbooked
Rostock,Klaipeda,2025-01-04,22:00,SHIP_05,189,121,45,7,15,1,2597.3,1605.3,220,158,2400,280,0.238095238095238,0.668875,1.0822083333333334,True,197.30000000000015,794.7,Overbooked
Klaipeda,Travemünde,2025-02-28,14:00,SHIP_03,160,102,39,5,9,5,2272.4,1364.9,179,123,2100,230,0.24375,0.649952380952381,1.0820952380952382,True,172.4000000000001,735.0999999999999,Overbooked
Trelleborg,Swinoujscie,2024-11-07,18:00,SHIP_03,163,110,35,7,8,3,2272.0,1476.4,185,134,2100,230,0.2147239263803681,0.7030476190476191,1.081904761904762,True,172.0,623.5999999999999,Overbooked
Trelleborg,Swinoujscie,2024-08-02,08:00,SHIP_01,137,75,40,4,14,4,1947.2,1060.6,155,99,1800,180,0.291970802919708,0.5892222222222222,1.0817777777777775,True,147.20000000000005,739.4000000000001,Overbooked
Rostock,Trelleborg,2025-12-01,08:00,SHIP_02,154,95,37,10,8,4,2163.5,1355.7,173,114,2000,220,0.2402597402597402,0.6778500000000001,1.08175,True,163.5,644.3,Overbooked
Rostock,Trelleborg,2024-02-08,14:00,SHIP_04,170,101,46,9,10,4,2379.7,1381.8,199,135,2200,250,0.2705882352941176,0.628090909090909,1.0816818181818182,True,179.69999999999982,818.2,Overbooked
Trelleborg,Rostock,2024-06-13,08:00,SHIP_05,183,108,47,5,14,9,2595.8,1460.5,213,142,2400,280,0.2568306010928962,0.6085416666666666,1.0815833333333331,True,195.80000000000015,939.5,Overbooked
Klaipeda,Rostock,2025-12-12,18:00,SHIP_03,163,97,44,4,13,5,2271.3,1327.2,188,127,2100,230,0.2699386503067484,0.632,1.0815714285714286,True,171.30000000000018,772.8,Overbooked
Swinoujscie,Trelleborg,2024-10-10,14:00,SHIP_05,183,104,50,12,13,4,2595.1,1453.9,207,133,2400,280,0.273224043715847,0.6057916666666667,1.0812916666666663,True,195.0999999999999,946.1,Overbooked
Trelleborg,Rostock,2024-12-16,14:00,SHIP_04,168,93,49,8,10,8,2378.8,1231.7,200,122,2200,250,0.2916666666666667,0.5598636363636363,1.0812727272727274,True,178.80000000000018,968.3,Overbooked
Rostock,Trelleborg,2024-10-20,10:00,SHIP_02,158,83,54,2,12,7,2162.4,1104.7,180,109,2000,220,0.3417721518987341,0.55235,1.0812,True,162.4000000000001,895.3,Overbooked
Travemünde,Klaipeda,2024-09-19,18:00,SHIP_04,172,103,39,7,16,7,2378.5,1367.8,196,135,2200,250,0.2267441860465116,0.6217272727272727,1.0811363636363636,True,178.5,832.2,Overbooked
Klaipeda,Rostock,2024-06-20,10:00,SHIP_04,166,100,49,9,5,3,2378.3,1397.6,201,127,2200,250,0.2951807228915662,0.6352727272727273,1.0810454545454546,True,178.30000000000018,802.3999999999999,Overbooked
Klaipeda,Travemünde,2025-08-12,10:00,SHIP_03,168,102,47,5,8,6,2270.1,1355.7,193,126,2100,230,0.2797619047619047,0.6455714285714286,1.081,True,170.0999999999999,744.3,Overbooked
Rostock,Trelleborg,2025-10-23,08:00,SHIP_02,155,103,39,6,3,4,2161.9,1378.7,179,122,2000,220,0.2516129032258064,0.68935,1.08095,True,161.9000000000001,621.3,Overbooked
Klaipeda,Rostock,2024-06-26,14:00,SHIP_05,186,101,59,8,10,8,2594.1,1325.0,204,120,2400,280,0.3172043010752688,0.5520833333333334,1.080875,True,194.0999999999999,1075.0,Overbooked
Rostock,Klaipeda,2024-06-17,22:00,SHIP_05,180,118,36,8,7,11,2593.3,1639.9,201,135,2400,280,0.2,0.6832916666666667,1.0805416666666667,True,193.30000000000015,760.0999999999999,Overbooked
Trelleborg,Travemünde,2025-10-10,10:00,SHIP_04,174,98,52,8,7,9,2376.6,1285.0,198,121,2200,250,0.2988505747126437,0.5840909090909091,1.0802727272727273,True,176.5999999999999,915.0,Overbooked
Trelleborg,Swinoujscie,2024-09-26,10:00,SHIP_05,186,106,48,9,16,7,2592.6,1432.0,215,144,2400,280,0.2580645161290322,0.5966666666666667,1.08025,True,192.5999999999999,968.0,Overbooked
Klaipeda,Rostock,2025-06-28,06:00,SHIP_01,134,91,32,4,3,4,1944.4,1309.4,154,104,1800,180,0.2388059701492537,0.7274444444444444,1.0802222222222222,True,144.4000000000001,490.5999999999999,Overbooked
Swinoujscie,Trelleborg,2025-06-16,06:00,SHIP_02,151,102,32,7,4,6,2160.2,1435.6,178,128,2000,220,0.2119205298013245,0.7178,1.0800999999999998,True,160.19999999999982,564.4000000000001,Overbooked
Swinoujscie,Trelleborg,2024-06-01,10:00,SHIP_03,161,101,46,5,7,2,2267.9,1381.8,193,129,2100,230,0.2857142857142857,0.658,1.079952380952381,True,167.9000000000001,718.2,Overbooked
Klaipeda,Travemünde,2024-01-27,10:00,SHIP_01,140,74,48,4,9,5,1943.5,1005.4,158,95,1800,180,0.3428571428571428,0.5585555555555556,1.0797222222222222,True,143.5,794.6,Overbooked
Klaipeda,Travemünde,2024-10-11,08:00,SHIP_02,151,96,40,4,6,5,2159.0,1335.8,169,115,2000,220,0.2649006622516556,0.6678999999999999,1.0795,True,159.0,664.2,Overbooked
Swinoujscie,Trelleborg,2024-07-20,06:00,SHIP_05,184,102,59,6,13,4,2590.3,1411.5,212,132,2400,280,0.3206521739130434,0.588125,1.0792916666666668,True,190.30000000000015,988.5,Overbooked
Travemünde,Trelleborg,2024-05-25,08:00,SHIP_05,190,122,54,4,6,4,2590.1,1629.2,217,145,2400,280,0.2842105263157894,0.6788333333333334,1.079208333333333,True,190.0999999999999,770.8,Overbooked
Travemünde,Klaipeda,2024-11-22,18:00,SHIP_05,188,104,56,9,14,5,2589.6,1369.7,223,139,2400,280,0.2978723404255319,0.5707083333333334,1.079,True,189.5999999999999,1030.3,Overbooked
Rostock,Klaipeda,2025-07-09,22:00,SHIP_02,161,99,47,8,4,3,2157.7,1289.8,187,120,2000,220,0.2919254658385093,0.6449,1.07885,True,157.69999999999982,710.2,Overbooked
Trelleborg,Rostock,2024-02-18,06:00,SHIP_02,157,94,42,7,10,4,2157.1,1249.3,178,115,2000,220,0.267515923566879,0.6246499999999999,1.07855,True,157.0999999999999,750.7,Overbooked
Swinoujscie,Trelleborg,2025-01-08,06:00,SHIP_05,189,124,45,7,7,6,2588.5,1665.7,218,150,2400,280,0.238095238095238,0.6940416666666667,1.0785416666666667,True,188.5,734.3,Overbooked
Trelleborg,Travemünde,2025-01-07,22:00,SHIP_04,166,100,50,4,6,6,2372.6,1409.7,194,125,2200,250,0.3012048192771084,0.6407727272727273,1.078454545454545,True,172.5999999999999,790.3,Overbooked
Klaipeda,Travemünde,2025-01-22,08:00,SHIP_03,163,91,48,6,10,8,2264.7,1238.0,189,120,2100,230,0.294478527607362,0.5895238095238096,1.0784285714285713,True,164.69999999999982,862.0,Overbooked
Rostock,Klaipeda,2024-12-28,08:00,SHIP_01,136,77,38,5,11,5,1941.1,1097.9,150,97,1800,180,0.2794117647058823,0.6099444444444445,1.0783888888888888,True,141.0999999999999,702.0999999999999,Overbooked
Swinoujscie,Trelleborg,2024-03-24,06:00,SHIP_03,163,96,38,7,15,7,2264.6,1322.5,188,126,2100,230,0.2331288343558282,0.6297619047619047,1.0783809523809524,True,164.5999999999999,777.5,Overbooked
Klaipeda,Rostock,2025-06-07,22:00,SHIP_01,139,88,29,7,12,3,1941.0,1146.8,160,114,1800,180,0.2086330935251798,0.6371111111111111,1.0783333333333334,True,141.0,653.2,Overbooked
Trelleborg,Rostock,2025-06-10,14:00,SHIP_03,164,94,49,7,9,5,2264.3,1267.1,186,119,2100,230,0.298780487804878,0.6033809523809524,1.0782380952380952,True,164.30000000000018,832.9000000000001,Overbooked
Rostock,Klaipeda,2025-07-14,06:00,SHIP_03,163,105,34,5,15,4,2263.4,1384.1,181,132,2100,230,0.2085889570552147,0.6590952380952381,1.0778095238095238,True,163.4000000000001,715.9000000000001,Overbooked
Trelleborg,Rostock,2024-05-20,18:00,SHIP_04,169,110,41,8,6,4,2370.1,1524.7,201,137,2200,250,0.2426035502958579,0.6930454545454545,1.0773181818181818,True,170.0999999999999,675.3,Overbooked
Trelleborg,Rostock,2024-04-17,14:00,SHIP_04,168,98,44,8,11,7,2369.8,1324.1,193,125,2200,250,0.2619047619047619,0.6018636363636363,1.0771818181818182,True,169.80000000000018,875.9000000000001,Overbooked
Trelleborg,Travemünde,2024-09-12,06:00,SHIP_03,163,99,42,9,8,5,2261.6,1331.7,192,126,2100,230,0.2576687116564417,0.6341428571428571,1.0769523809523809,True,161.5999999999999,768.3,Overbooked
Klaipeda,Rostock,2025-09-10,14:00,SHIP_04,163,94,42,11,12,4,2369.0,1321.7,175,115,2200,250,0.2576687116564417,0.6007727272727273,1.076818181818182,True,169.0,878.3,Overbooked
Trelleborg,Rostock,2024-10-17,06:00,SHIP_04,171,100,48,7,11,5,2368.7,1359.4,195,125,2200,250,0.2807017543859649,0.617909090909091,1.076681818181818,True,168.69999999999982,840.5999999999999,Overbooked
Trelleborg,Swinoujscie,2024-12-07,22:00,SHIP_01,137,79,34,6,14,4,1937.5,1079.6,161,107,1800,180,0.2481751824817518,0.5997777777777777,1.0763888888888888,True,137.5,720.4000000000001,Overbooked
Travemünde,Klaipeda,2025-01-31,06:00,SHIP_03,166,107,37,7,13,2,2260.4,1418.9,195,139,2100,230,0.2228915662650602,0.6756666666666667,1.0763809523809524,True,160.4000000000001,681.0999999999999,Overbooked
Travemünde,Trelleborg,2025-02-01,10:00,SHIP_01,130,82,36,3,6,3,1936.9,1148.1,144,96,1800,180,0.2769230769230769,0.6378333333333333,1.0760555555555555,True,136.9000000000001,651.9000000000001,Overbooked
Trelleborg,Travemünde,2024-02-27,22:00,SHIP_05,187,102,67,7,9,2,2582.3,1372.8,211,123,2400,280,0.3582887700534759,0.572,1.0759583333333331,True,182.30000000000015,1027.2,Overbooked
Rostock,Klaipeda,2024-01-03,14:00,SHIP_04,171,105,42,8,12,4,2366.5,1417.4,195,132,2200,250,0.2456140350877192,0.6442727272727273,1.0756818181818182,True,166.5,782.5999999999999,Overbooked
Travemünde,Trelleborg,2024-04-11,08:00,SHIP_05,188,111,52,6,14,5,2581.6,1536.1,213,141,2400,280,0.2765957446808511,0.6400416666666666,1.0756666666666663,True,181.5999999999999,863.9000000000001,Overbooked
Rostock,Trelleborg,2025-05-18,08:00,SHIP_02,149,83,45,4,11,6,2151.3,1145.3,175,107,2000,220,0.3020134228187919,0.57265,1.07565,True,151.30000000000018,854.7,Overbooked
Travemünde,Trelleborg,2025-03-14,18:00,SHIP_01,138,90,29,5,7,7,1936.1,1195.7,158,112,1800,180,0.2101449275362318,0.6642777777777779,1.075611111111111,True,136.0999999999999,604.3,Overbooked
Rostock,Klaipeda,2024-08-23,06:00,SHIP_05,184,106,52,8,10,8,2581.4,1428.7,202,130,2400,280,0.2826086956521739,0.5952916666666667,1.0755833333333331,True,181.4000000000001,971.3,Overbooked
Trelleborg,Swinoujscie,2024-04-19,10:00,SHIP_01,139,92,27,4,9,7,1935.9,1219.8,166,119,1800,180,0.1942446043165467,0.6776666666666666,1.0755,True,135.9000000000001,580.2,Overbooked
