Customer Number,total_bookings,reserved_meter,loaded_meter,reliability_score
C00605,41,605.9,291.1,0.4804423172140618
C00606,49,653.0,237.0,0.36294027565084225
C00607,59,775.9,559.7,0.7213558448253642
C00608,64,920.4,535.7,0.5820295523685355
C00609,54,724.4,309.3,0.42697404748757595
C00610,45,628.2,229.2,0.3648519579751671
C00611,46,620.2,398.0,0.6417284746855852
C00612,52,748.9,512.6,0.6844705568166645
C00613,41,573.5,438.5,0.7646033129904097
C00614,50,731.4,398.2,0.5444353295050588
C00615,48,705.9,461.0,0.6530670066581669
C00616,53,747.3,330.2,0.44185735313796337
C00617,45,613.7,261.5,0.42610395958937586
C00618,44,588.9,418.2,0.7101375445746306
C00619,54,818.9,529.2,0.6462327512516791
C00620,51,728.0,557.1,0.7652472527472528
C00621,41,558.8,289.2,0.5175375805297066
C00622,49,701.6,612.5,0.8730045610034207
C00623,51,710.2,450.2,0.6339059419881723
C00624,55,765.6,284.9,0.37212643678160917
C00625,48,664.1,417.9,0.6292726998945941
C00626,49,679.6,606.9,0.8930253090052972
C00627,38,540.1,329.1,0.6093316052582856
C00628,56,783.0,523.7,0.668837803320562
C00629,42,576.1,125.6,0.21801770525950354
C00630,39,536.3,76.2,0.14208465411150478
C00631,52,767.9,492.0,0.640708425576247
C00632,47,640.5,476.2,0.7434816549570648
C00633,54,759.5,487.90000000000003,0.6423963133640553
C00634,49,696.4,397.3,0.5705054566341183
C00635,44,637.6999999999999,496.6,0.7787360827975538
C00636,50,629.9,455.0,0.7223368788696619
C00637,63,886.0,578.7,0.6531602708803612
C00638,50,700.7,111.60000000000001,0.159269302126445
C00639,52,735.6,305.0,0.4146275149537792
C00640,53,718.3,437.4,0.6089377697340944
C00641,46,668.9,391.8,0.5857377784422186
C00642,54,794.8,265.4,0.33392048314041267
C00643,42,578.1,316.3,0.5471371734993946
C00644,41,542.2,397.2,0.7325710070084839
C00645,44,601.0,314.4,0.5231281198003327
C00646,53,734.9,366.0,0.4980269424411485
C00647,50,716.5,158.3,0.22093510118632242
C00648,42,594.0,127.5,0.21464646464646464
C00649,54,814.3,382.0,0.46911457693724673
C00650,51,714.5,556.5,0.7788663400979706
C00651,57,853.1999999999999,246.7,0.2891467416783873
C00652,52,724.9,485.1,0.669195751138088
C00653,34,467.0,290.8,0.6226980728051392
C00654,59,824.5,435.0,0.5275924802910855
C00655,52,715.7,319.8,0.4468352661729775
C00656,55,704.4,166.9,0.23693923906871098
C00657,46,631.1,290.0,0.45951513230866736
C00658,51,707.1,447.2,0.6324423702446612
C00659,49,669.6,487.9,0.7286439665471923
C00660,52,707.0,207.8,0.29391796322489394
C00661,50,715.8,400.9,0.5600726459905001
C00662,58,758.6,412.8,0.5441602952807804
C00663,48,691.6,485.6,0.70213996529786
C00664,58,858.9,550.4,0.6408196530445919
C00665,52,689.5,494.5,0.7171863669325598
C00666,57,775.8,543.5,0.7005671564836299
C00667,47,646.5,367.6,0.568600154679041
C00668,52,726.8,461.7,0.6352504127682994
C00669,31,435.3,267.3,0.6140592694693315
C00670,50,734.5,238.4,0.32457454050374407
C00671,43,606.1,146.0,0.24088434251773633
C00672,65,930.7,585.4,0.6289889330611367
C00673,54,712.0,209.20000000000002,0.29382022471910113
C00674,58,837.5,358.8,0.42841791044776123
C00675,44,571.7,123.6,0.2161973062795172
C00676,47,616.0,300.5,0.4878246753246753
C00677,48,658.5,398.4,0.60501138952164
C00678,55,791.1,590.1,0.745923397800531
C00679,42,578.6,327.0,0.5651572761838921
C00680,39,519.3,385.1,0.74157519738109
C00681,71,982.6,595.3,0.605841644616324
C00682,48,676.4,529.5,0.7828208160851567
C00683,50,715.1,328.2,0.4589567892602433
C00684,40,578.9,431.4,0.7452064259803075
C00685,61,850.9,666.6,0.7834058056175814
C00686,48,688.3,401.3,0.5830306552375418
C00687,47,658.9,456.3,0.6925178327515557
C00688,41,567.1,417.8,0.7367307353200494
C00689,51,730.8,382.1,0.5228516694033936
C00690,57,793.9,210.8,0.26552462526766596
C00691,52,682.0,492.9,0.7227272727272727
C00692,57,743.0,417.7,0.5621803499327053
C00693,50,731.8,383.1,0.5235036895326592
C00694,54,776.4,242.5,0.31233900051519836
C00695,51,691.6,293.0,0.42365529207634467
C00696,54,762.4,573.6,0.752360965372508
C00697,40,584.3,261.5,0.4475440698271436
C00698,44,581.9,155.0,0.26636879188864065
C00699,72,969.9,610.4,0.6293432312609547
C00700,44,653.0,535.9,0.8206738131699847
C00701,57,773.6,425.2,0.5496380558428128
C00702,48,661.4,359.09999999999997,0.54293921983671
C00703,43,590.2,349.0,0.5913249745848864
C00704,47,644.9,496.7,0.7701969297565514
C00705,45,633.1,186.7,0.29489812036013263
C00706,46,599.2,363.6,0.6068090787716955
C00707,49,671.9,442.0,0.6578359874981397
C00708,41,578.6,291.7,0.5041479433114414
C00709,37,533.9,321.7,0.6025472935006556
C00710,54,800.0,462.5,0.578125
C00711,60,841.2,569.9,0.6774845458868283
C00712,53,743.2,318.2,0.42814854682454245
C00713,45,599.0,223.2,0.3726210350584307
C00714,56,775.9,516.6,0.6658074494135843
C00715,69,951.9,647.2,0.6799033511923522
C00716,52,756.9,402.2,0.5313779891663364
C00717,50,643.9,446.0,0.692654138841435
C00718,48,633.6,275.6,0.4349747474747475
C00719,47,665.3,185.6,0.27897189237937775
C00720,64,916.7,540.1,0.5891785753245337
C00721,41,547.8,386.4,0.7053669222343921
C00722,47,641.2,367.8,0.5736119775421086
C00723,49,655.1,487.3,0.7438558998626164
C00724,43,605.8,235.4,0.38857708814790365
C00725,53,719.2,470.6,0.6543381535038932
C00726,52,705.5,539.3,0.7644223954642098
C00727,53,748.6,556.2,0.742986908896607
C00728,53,718.3,476.8,0.6637895029931784
C00729,56,802.3,306.5,0.38202667331422163
C00730,56,781.6,388.1,0.4965455475946776
C00731,43,586.5,417.9,0.7125319693094628
C00732,52,776.1,546.3,0.70390413606494
C00733,44,638.3,358.3,0.5613347955506816
C00734,42,624.6,322.3,0.516010246557797
C00735,54,715.1,440.3,0.6157180813872186
C00736,47,673.7,471.0,0.6991242392756419
C00737,54,733.2,476.5,0.6498908892525913
C00738,45,585.2,365.3,0.6242310321257689
C00739,45,627.3,220.79999999999998,0.3519846963175514
C00740,44,622.3,443.1,0.7120359955005625
C00741,44,626.7,341.3,0.5445986915589596
C00742,58,840.9,226.4,0.26923534308479014
C00743,47,637.6,157.7,0.24733375156838142
C00744,52,672.5,260.0,0.38661710037174724
C00745,41,564.2,238.0,0.4218362282878412
C00746,66,962.9,561.8,0.5834458406895835
C00747,51,727.2,438.0,0.6023102310231023
C00748,48,660.7,155.1,0.2347510216437112
C00749,55,731.2,471.4,0.6446936542669583
C00750,41,536.7,367.2,0.6841811067635549
C00751,48,686.9,368.2,0.5360314456252729
C00752,52,763.1999999999999,91.0,0.11923480083857443
C00753,65,914.4,559.1,0.6114391951006125
C00754,52,664.9,447.5,0.6730335388780267
C00755,49,679.2,400.9,0.5902532391048292
C00756,55,766.1,443.6,0.5790366792846887
C00757,52,728.6,608.1,0.834614328849849
C00758,60,864.7,568.3,0.6572221579738636
C00759,45,642.0,264.0,0.411214953271028
C00760,45,561.1,238.2,0.42452325788629475
C00761,39,529.6,326.0,0.6155589123867069
C00762,43,645.5,249.1,0.3859024012393493
C00763,52,735.5,456.2,0.6202583276682528
C00764,46,667.1,484.1,0.7256783090990856
C00765,47,658.3,448.8,0.6817560382804193
C00766,41,586.1,237.3,0.40487971335949496
C00767,53,768.9,460.8,0.5992976980101444
C00768,41,538.4,308.7,0.5733655274888558
C00769,52,697.3,373.9,0.5362110999569769
C00770,45,649.3,298.3,0.45941783459109814
C00771,49,661.6,430.1,0.6500906892382105
C00772,44,607.2,251.9,0.41485507246376807
C00773,52,729.9,459.7,0.6298123030552131
C00774,51,701.9,469.40000000000003,0.6687562330816357
C00775,47,706.0,341.2,0.48328611898016993
C00776,57,806.4,298.4,0.3700396825396825
C00777,44,556.4,409.7,0.7363407620416966
C00778,54,697.4,431.7,0.6190134786349297
C00779,64,914.6,705.5,0.7713754646840149
C00780,43,525.7,198.4,0.37740155982499524
C00781,42,642.8,209.7,0.3262289981331674
C00782,54,726.5,182.7,0.25147969717825186
C00783,47,670.9,439.7,0.6553882843940975
C00784,56,766.1,353.2,0.4610364182221642
C00785,49,673.9,373.3,0.5539397536726518
C00786,40,546.9,455.3,0.8325105138050832
C00787,57,742.6,535.4,0.7209803393482359
C00788,48,622.4,441.59999999999997,0.7095115681233933
C00789,52,698.4,327.4,0.46878579610538373
C00790,45,643.7,283.3,0.4401118533478328
C00791,50,691.8,348.7,0.5040474125469789
C00792,59,800.7,385.3,0.48120394654677157
C00793,56,770.4,422.3,0.5481568016614746
C00794,44,639.7,426.4,0.666562451148976
C00795,45,659.0,223.4,0.33899848254931714
C00796,53,762.9,582.1,0.7630095687508193
C00797,43,579.6,416.4,0.7184265010351967
C00798,50,671.1,484.4,0.7218000298018179
C00799,51,728.8,428.7,0.5882272228320528
C00800,58,871.0,433.5,0.49770378874856486
C00801,48,707.6,150.7,0.2129734313171283
C00802,66,912.7,204.5,0.22406047989481756
C00803,38,543.7,391.2,0.7195144381092513
C00804,39,565.4,314.9,0.5569508312698974
C00805,52,693.8,506.8,0.7304698760449698
C00806,56,797.4,416.5,0.5223225482819163
C00807,41,590.5,454.2,0.7691786621507197
C00808,44,613.9,294.3,0.4793940381169572
C00809,44,600.9,310.5,0.5167249126310535
C00810,56,810.4,368.7,0.45496051332675225
C00811,60,865.2,460.7,0.5324780397595931
C00812,51,755.3000000000001,534.2,0.7072686349794783
C00813,48,744.3,591.9,0.7952438532849657
C00814,59,769.5,349.4,0.45406107862248213
C00815,55,738.4,436.1,0.5906013001083424
C00816,44,637.5,386.0,0.6054901960784314
C00817,49,662.8,141.7,0.21378998189499093
C00818,46,650.2,269.0,0.41371885573669637
C00819,45,638.8,446.4,0.6988102692548529
C00820,61,863.2,524.3,0.6073911028730306
C00821,57,794.7,520.1,0.6544608028186737
C00822,40,604.1,433.6,0.7177619599404073
C00823,55,757.6,444.7,0.5869852164730728
C00824,46,629.0,233.8,0.3717011128775835
C00825,47,699.1,347.5,0.49706765841796596
C00826,42,548.8,257.2,0.4686588921282799
C00827,51,705.0,535.8,0.7599999999999999
C00828,47,650.2,394.6,0.6068901876345739
C00829,55,743.6,192.1,0.2583378160301237
C00830,38,541.7,268.2,0.49510799335425504
C00831,49,701.3,478.2,0.6818765150434907
C00832,61,854.1,578.5,0.6773211567732116
C00833,45,615.1,226.4,0.3680702324825232
C00834,58,828.4,445.5,0.5377836793819412
C00835,41,602.7,375.1,0.6223660195785631
C00836,65,881.2,715.8,0.812301407172038
C00837,47,652.2,459.4,0.7043851579270162
C00838,56,788.6,467.6,0.592949530814101
C00839,47,645.6,383.59999999999997,0.594175960346964
C00840,58,795.0,488.2,0.6140880503144653
C00841,41,569.1,311.9,0.5480583377262344
C00842,46,698.3,477.3,0.6835171129886869
C00843,58,852.2,463.2,0.5435343816005632
C00844,42,600.4,435.6,0.725516322451699
C00845,43,598.5,330.0,0.5513784461152882
C00846,47,685.6,269.8,0.3935239206534422
C00847,44,637.4,210.3,0.32993410731095074
C00848,49,706.4,386.7,0.5474235560588901
C00849,42,560.8,303.9,0.541904422253923
C00850,60,872.2,581.5,0.6667048842008714
C00851,65,911.9,569.5,0.6245202324816318
C00852,50,683.0,523.5,0.7664714494875549
C00853,41,518.5,311.2,0.6001928640308583
C00854,51,749.0,614.2,0.820026702269693
C00855,56,760.9,556.5,0.7313707451701932
C00856,54,776.1,382.8,0.49323540780827213
C00857,46,636.1,471.8,0.7417072787297595
C00858,42,565.8,377.0,0.6663131848709792
C00859,46,593.2,382.9,0.6454821308159135
C00860,36,496.2,397.3,0.8006852075775898
C00861,60,870.6,718.4,0.8251780381346198
C00862,48,707.6,379.1,0.5357546636517807
C00863,52,724.3,640.9,0.8848543421234295
C00864,59,787.7,520.9,0.6612923701916973
C00865,54,798.9,450.6,0.5640255351107774
C00866,50,732.6,370.7,0.506006006006006
C00867,39,565.1,277.4,0.4908865687488939
C00868,35,528.4,388.9,0.735995457986374
C00869,49,610.3,549.4,0.9002130099950845
C00870,53,768.8,400.7,0.5212018730489074
C00871,43,546.8,346.9,0.6344184345281638
C00872,44,643.1,523.7,0.8143368060954751
C00873,42,576.6,262.1,0.4545612209503989
C00874,44,595.3,360.3,0.6052410549302873
C00875,54,717.5,318.9,0.4444599303135888
C00876,54,751.0,353.2,0.470306258322237
C00877,59,784.9,444.0,0.5656771563256466
C00878,57,795.6,117.0,0.14705882352941177
C00879,46,647.5,529.4,0.8176061776061776
C00880,54,706.4,385.6,0.5458663646659118
C00881,49,670.7,517.5,0.7715819293275682
C00882,50,690.2,415.7,0.6022891915386844
C00883,57,812.3,635.7,0.7825926381878617
C00884,49,676.4,321.5,0.4753104671791839
C00885,50,699.6,517.4,0.7395654659805603
C00886,50,686.3,293.4,0.42750983534897274
C00887,46,641.5,288.1,0.44910366328916607
C00888,61,828.4,265.7,0.320738773539353
C00889,44,581.0,407.2,0.7008605851979346
C00890,46,636.6,463.2,0.7276154571159283
C00891,47,645.9,213.9,0.3311658151416628
C00892,49,727.9,441.9,0.6070888858359664
C00893,54,768.5,362.5,0.4716981132075472
C00894,47,652.1,249.29999999999998,0.3823033277104738
C00895,55,785.0,565.3,0.7201273885350318
C00896,45,646.9,389.5,0.6021023342093059
C00897,56,798.8,217.8,0.27265898848272413
C00898,49,707.1,385.3,0.5449017112148211
C00899,66,891.4,455.4,0.5108817590307382
C00900,44,594.8,331.0,0.5564895763281775
C00901,50,657.9,412.6,0.6271469828241375
C00902,52,761.9,361.1,0.4739467121669511
C00903,54,755.2,563.1,0.7456302966101694
C00904,44,634.1,424.2,0.6689796562056457
C00905,61,820.5,416.2,0.5072516758074345
C00906,52,717.6,443.5,0.6180323299888517
C00907,52,695.2,182.39999999999998,0.2623705408515535
C00908,44,613.0,428.3,0.698694942903752
C00909,72,1036.7,476.0,0.4591492234976367
C00910,62,866.3,636.4,0.7346184924391088
C00911,61,859.7,300.1,0.3490752588112132
C00912,61,836.5,434.8,0.5197848176927675
C00913,42,596.9,439.9,0.7369743675657564
C00914,53,729.3,127.4,0.17468805704099824
C00915,40,573.4,334.3,0.5830136030694105
C00916,50,675.4,102.9,0.152354160497483
C00917,54,749.1,518.8,0.6925644106260845
C00918,37,530.4,226.4,0.4268476621417798
C00919,45,657.2,339.6,0.516737674984784
C00920,60,823.8,582.3,0.7068463219227967
C00921,41,568.0,116.5,0.2051056338028169
C00922,56,788.7,440.6,0.5586408013186256
C00923,53,738.3000000000001,591.8,0.8015711770283082
C00924,53,725.8,237.7,0.3275006888950124
C00925,40,586.3,408.8,0.6972539655466485
C00926,54,738.5,371.0,0.5023696682464455
C00927,51,752.5,334.6,0.4446511627906977
C00928,61,793.6,414.3,0.5220514112903226
C00929,45,647.2,226.20000000000002,0.3495055624227441
C00930,46,637.7,364.0,0.570801317233809
C00931,47,667.2,242.9,0.3640587529976019
C00932,41,560.1,277.5,0.4954472415640064
C00933,42,584.5,138.9,0.23763900769888796
C00934,65,954.1,583.7,0.6117807357719317
C00935,52,748.0,423.8,0.5665775401069519
C00936,47,673.9,376.9,0.5592817925508236
C00937,43,615.4,427.9,0.6953201169970751
C00938,35,517.1,382.8,0.7402823438406497
C00939,59,890.1,728.3,0.8182226716099315
C00940,47,650.1,337.8,0.5196123673281033
C00941,52,742.0,506.4,0.6824797843665767
C00942,59,817.0,629.3,0.7702570379436964
C00943,55,792.3,589.7,0.7442887795027138
C00944,45,635.3,550.6,0.8666771603966631
C00945,53,792.7,576.3,0.7270089567301626
C00946,46,653.2,354.0,0.5419473361910594
C00947,42,594.1,269.6,0.4537956572967514
C00948,56,779.3,494.9,0.6350571025279097
C00949,46,656.5,135.0,0.20563594821020564
C00950,47,688.4,274.1,0.398169668797211
C00951,50,671.6,161.3,0.24017272185824898
C00952,51,709.9,278.0,0.39160445133117344
C00953,42,595.7,179.2,0.30082256169212684
C00954,46,692.0,328.8,0.47514450867052027
C00955,43,574.4,389.9,0.6787952646239555
C00956,53,748.5,530.0,0.7080828323313293
C00957,44,680.6,340.40000000000003,0.5001469291801353
C00958,47,674.7,440.0,0.6521416926041204
C00959,54,751.1,415.0,0.5525229663160698
C00960,47,659.1,456.7,0.6929145804885449
C00961,53,756.5,608.9,0.8048909451421018
C00962,66,914.7,721.2,0.7884552312233519
C00963,38,549.1,372.59999999999997,0.678564924421781
C00964,48,602.0,377.4,0.6269102990033222
C00965,53,721.2,344.3,0.47739877981142537
C00966,55,785.6,510.8,0.65020366598778
C00967,57,784.5,360.8,0.4599107711918419
C00968,58,778.3,437.0,0.5614801490427855
C00969,48,654.4,396.0,0.6051344743276283
C00970,56,717.5,300.1,0.4182578397212544
C00971,39,526.7,264.5,0.5021834061135371
C00972,50,714.5,315.5,0.44156752974107766
C00973,68,959.1,619.2,0.6456052549264936
C00974,45,612.3,366.6,0.5987261146496816
C00975,51,709.2,393.3,0.5545685279187818
C00976,51,698.7,558.5,0.7993416344640045
C00977,54,740.6,586.0,0.7912503375641372
C00978,52,688.4,384.8,0.5589773387565369
C00979,56,792.2,300.40000000000003,0.37919717243120427
C00980,54,746.6,221.2,0.2962764532547549
C00981,46,651.7,183.3,0.28126438545342947
C00982,66,910.0,632.3,0.6948351648351648
C00983,53,739.7,274.2,0.3706908206029471
C00984,64,940.6,696.7,0.7406974271741442
C00985,50,674.3,460.8,0.6833753522171141
C00986,60,839.8,547.4,0.6518218623481782
C00987,46,626.7,455.4,0.7266634753470559
C00988,49,706.5,519.9,0.7358811040339702
C00989,54,734.3,501.0,0.682282445866812
C00990,55,801.3,487.0,0.6077623861225508
C00991,52,739.6,388.5,0.5252839372633856
C00992,53,743.7,532.2,0.7156111335215813
C00993,52,739.3,407.9,0.5517381306641418
C00994,50,708.2,426.3,0.6019486020898052
C00995,54,790.2,508.4,0.6433814224247025
C00996,56,778.3,437.4,0.5619940896826416
C00997,38,504.0,278.6,0.5527777777777778
C00998,56,826.5,458.1,0.5542649727767696
C00999,45,620.0,205.5,0.33145161290322583
C01000,49,645.4,485.7,0.7525565540749922
C01001,59,821.9,336.6,0.4095388733422558
C01002,45,589.5,252.6,0.42849872773536896
C01003,42,583.2,449.1,0.7700617283950617
C01004,62,871.2,733.7,0.8421717171717171
C01005,45,643.5,325.2,0.5053613053613053
C01006,45,645.7,508.3,0.7872076815858757
C01007,49,693.3,184.4,0.2659743256887351
C01008,57,792.3,619.5,0.7819007951533511
C01009,49,703.6,503.2,0.7151790790221717
C01010,40,532.6,256.8,0.48216297408937286
C01011,48,628.3,309.6,0.4927582365112208
C01012,63,917.3,324.5,0.353755587048948
C01013,44,598.8,382.90000000000003,0.6394455577822312
C01014,60,893.4,500.8,0.560555182449071
C01015,49,679.6,527.7,0.7764861683343144
C01016,44,564.1,392.5,0.6957986172664421
C01017,59,855.7,147.6,0.17249035877059715
C01018,52,714.1,468.2,0.6556504691219717
C01019,50,676.7,426.7,0.6305600709324664
C01020,57,854.0,517.4,0.6058548009367681
C01021,46,675.2,424.6,0.628850710900474
C01022,53,688.0,464.2,0.6747093023255814
C01023,48,690.1,414.9,0.6012172148963918
C01024,61,811.6,503.9,0.6208723509117792
C01025,51,709.8,526.1,0.7411947027331643
C01026,43,623.0,117.6,0.1887640449438202
C01027,47,656.0,284.7,0.43399390243902436
C01028,49,699.0,169.5,0.24248927038626608
C01029,47,682.7,258.3,0.3783506664713637
C01030,43,593.4,241.8,0.40748230535894847
C01031,46,669.9,497.9,0.7432452604866397
C01032,53,785.4,182.0,0.23172905525846704
C01033,50,720.5,505.0,0.7009021512838307
C01034,48,672.3,376.4,0.559869106053845
C01035,39,587.3,329.3,0.5607015154095012
C01036,50,697.7,345.8,0.49562849362190053
C01037,47,639.9,377.6,0.590092201906548
C01038,52,680.2,195.4,0.2872684504557483
C01039,57,816.8,607.0,0.7431439764936337
C01040,53,712.5,232.4,0.32617543859649123
C01041,50,656.0,408.8,0.6231707317073171
C01042,65,950.6,397.2,0.4178413633494635
C01043,61,854.0,477.6,0.5592505854800937
C01044,52,703.7,372.6,0.5294869972999858
C01045,52,749.9,288.2,0.3843179090545406
C01046,46,666.3,353.0,0.5297913852618941
C01047,41,574.8,387.1,0.6734516353514267
C01048,42,562.3,319.5,0.5682020273875156
C01049,38,504.7,262.7,0.5205072320190212
C01050,44,613.9,370.0,0.602704023456589
C01051,40,548.4,311.2,0.5674690007293947
C01052,62,847.5,611.2,0.7211799410029499
C01053,53,665.2,424.7,0.6384546001202646
C01054,46,661.5,304.4,0.46016628873771726
C01055,50,652.7,382.5,0.5860272713344569
C01056,48,628.6,479.2,0.7623289850461342
C01057,55,695.5,476.8,0.685549964054637
C01058,50,720.2,432.6,0.6006664815329075
C01059,42,593.0,219.3,0.369814502529511
C01060,40,571.7,229.8,0.40195906944201504
C01061,56,795.1,480.5,0.6043264998113445
C01062,53,724.7,484.3,0.6682765282185732
C01063,50,708.7,311.8,0.43996049103993223
C01064,49,689.1,514.2,0.7461906835002177
C01065,55,756.0,475.0,0.6283068783068783
C01066,55,775.9,549.7,0.7084675860291275
C01067,54,784.7,485.2,0.6183254747037084
C01068,55,804.3,468.6,0.5826184259604625
C01069,49,711.5,568.9,0.7995783555867885
C01070,48,664.0,417.7,0.629066265060241
C01071,39,529.1,194.7,0.36798336798336795
C01072,39,525.0,387.4,0.7379047619047618
C01073,35,483.0,322.3,0.667287784679089
C01074,54,767.5,389.8,0.5078827361563518
C01075,40,538.8,396.3,0.7355233853006682
C01076,44,643.9,183.5,0.28498214008386397
C01077,56,753.8,519.8,0.6895728309896524
C01078,42,625.2,350.5,0.5606206014075495
C01079,45,654.7,519.4,0.7933404612799755
C01080,53,718.7,294.4,0.4096284958953666
C01081,43,645.0,414.5,0.6426356589147287
C01082,46,602.6,155.9,0.25871224692997014
C01083,59,860.9,530.7,0.6164479033569521
C01084,45,587.9,441.8,0.7514883483585645
C01085,54,725.7,533.6,0.7352900647650544
C01086,46,676.2,528.1,0.7809819580005916
C01087,50,693.5,201.0,0.2898341744772891
C01088,61,826.5,393.0,0.47549909255898365
C01089,48,684.5,462.3,0.6753834915997078
C01090,66,875.8,453.5,0.5178122859100251
C01091,51,718.2,386.1,0.537593984962406
C01092,50,720.0,509.2,0.7072222222222222
C01093,48,658.2,377.5,0.5735338802795502
C01094,49,657.9,154.6,0.23499012007903936
C01095,58,835.4,657.3,0.7868087143883169
C01096,50,713.6,244.39999999999998,0.3424887892376681
C01097,53,766.0,513.5,0.6703655352480418
C01098,57,789.8,381.90000000000003,0.48354013674347945
C01099,52,669.9,427.9,0.638752052545156
C01100,49,710.8,375.1,0.5277152504220597
C01101,52,779.8,545.7,0.6997948191844063
C01102,41,539.4,432.9,0.8025583982202447
C01103,55,796.6,569.8,0.7152899824253075
C01104,57,857.4,714.0,0.8327501749475158
C01105,49,713.8,436.8,0.6119361165592604
C01106,49,739.9,486.4,0.6573861332612515
C01107,40,620.9,429.5,0.6917377999677887
C01108,49,763.9,136.1,0.17816468124100013
C01109,50,699.2,576.3,0.8242276887871852
C01110,52,756.2,392.4,0.518910341179582
C01111,51,696.6,403.7,0.5795291415446454
C01112,54,714.4,196.4,0.27491601343784994
C01113,52,739.5,215.9,0.29195402298850576
C01114,47,647.2,451.5,0.6976205191594561
C01115,48,650.1,289.3,0.4450084602368866
C01116,56,788.6,691.0,0.8762363682475273
C01117,50,675.2,506.3,0.7498518957345971
C01118,47,635.0,262.0,0.4125984251968504
C01119,55,746.9,411.1,0.5504083545320659
C01120,40,542.3,337.8,0.622902452517057
C01121,45,599.8,375.8,0.626542180726909
C01122,50,706.4,227.0,0.3213476783691959
C01123,47,654.8,505.7,0.7722968845448992
C01124,55,786.8,577.2,0.7336044738179971
C01125,52,761.7,365.6,0.47997899435473285
C01126,46,644.7,268.8,0.41693811074918563
C01127,62,892.4,620.0,0.6947557149260422
C01128,32,458.2,301.0,0.6569183762549106
C01129,55,776.3,539.1,0.6944480226716476
C01130,42,576.2,85.1,0.14769177368969105
C01131,52,735.2,536.2,0.7293253536452666
C01132,53,795.7,491.4,0.6175694357169786
C01133,48,683.8,395.8,0.5788242176074876
C01134,38,504.3,345.1,0.6843148919294071
C01135,44,581.4,435.3,0.7487100103199175
C01136,55,757.3,417.5,0.5513006734451341
C01137,47,682.4,527.4,0.7728604923798359
C01138,51,733.0,297.3,0.405593451568895
C01139,44,654.9,470.3,0.7181249045655825
C01140,53,741.8,351.1,0.4733081693178755
C01141,64,858.1,582.5,0.678825311735229
C01142,41,567.9,297.4,0.5236837471385807
C01143,56,782.7,345.59999999999997,0.44154848600996544
C01144,60,795.7,595.6,0.748523312806334
C01145,67,951.9,178.2,0.18720453829183736
C01146,53,753.7,341.4,0.45296537083720306
C01147,46,599.0,430.2,0.7181969949916527
C01148,51,691.4,442.7,0.640295053514608
C01149,48,743.0,450.1,0.6057873485868103
C01150,44,596.6,531.6,0.8910492792490781
C01151,35,505.5,254.20000000000002,0.502868447082097
C01152,53,753.6,108.1,0.14344479830148618
C01153,48,666.8,386.8,0.5800839832033594
C01154,53,721.7,642.9,0.8908133573506997
C01155,53,736.7,416.5,0.5653590335278946
C01156,54,786.8,628.7,0.7990594814438232
C01157,58,854.4,578.0,0.676498127340824
C01158,62,902.0,594.8,0.6594235033259424
C01159,52,720.8,366.0,0.5077691453940066
C01160,49,731.9,540.3,0.7382156032244842
C01161,44,596.8,438.6,0.7349195710455765
C01162,42,560.7,275.0,0.49045835562689494
C01163,60,808.2,270.1,0.3341994555803019
C01164,66,978.4,469.5,0.47986508585445625
C01165,52,735.1,535.3,0.7282002448646442
C01166,48,666.6,578.8,0.8682868286828682
C01167,58,780.3,536.0,0.6869152889914136
C01168,46,637.2,420.7,0.6602322661644695
C01169,48,681.6,501.3,0.735475352112676
C01170,49,658.5,499.7,0.7588458618071374
C01171,45,668.7,345.2,0.5162255121878271
C01172,55,754.7,556.2,0.7369815820855969
C01173,39,568.0,206.0,0.3626760563380282
C01174,53,756.8,536.8,0.7093023255813953
C01175,54,730.0,454.6,0.6227397260273972
C01176,66,972.3,447.0,0.4597346497994446
C01177,44,603.1,432.5,0.7171281711159011
C01178,45,606.4,339.0,0.5590369393139842
C01179,45,605.6,467.1,0.7713011889035667
C01180,54,748.7,497.7,0.6647522372111659
C01181,54,773.8,448.4,0.5794779012664771
C01182,54,765.1,566.0,0.739772578747876
C01183,46,593.1,384.6,0.648457258472433
C01184,49,702.7,311.6,0.44343247474028746
C01185,56,804.3,339.4,0.42198184756931495
C01186,49,761.6,326.7,0.42896533613445376
C01187,53,748.3,529.3,0.707336629693973
C01188,60,807.9,599.3,0.7417997276890704
C01189,44,566.7,422.7,0.7458973001588141
C01190,51,759.6,535.3,0.7047130068457081
C01191,48,668.9,409.6,0.6123486320825235
C01192,49,692.7,294.4,0.4250036090659737
C01193,47,626.8,382.4,0.6100829610721124
C01194,56,805.6,402.6,0.4997517378351539
C01195,54,740.1,348.0,0.47020672882042963
C01196,54,819.7,217.4,0.26521898255459314
C01197,41,550.0,176.0,0.32
C01198,49,632.5,390.40000000000003,0.6172332015810277
C01199,38,516.5,137.5,0.26621490803484993
C01200,59,878.7,693.3,0.7890064868555821
